NPAID,Name,m/z,CCS,Adduct
NPA029384,Marinacarboline H,386.1499,192.20415,M+H
NPA029385,Marinacarboline I,402.1812,194.38084,M+H
NPA029386,Marinacarboline J,388.1656,184.40495,M+H
NPA029387,Marinacarboline K,418.1762,194.70262,M+H
NPA029388,Marinacarboline L,418.1762,193.15974,M+H
NPA029389,(+)-trichothecrotocin H,337.1798,190.33498,M+H
NPA029390,(-)-trichothecrotocin H,337.1798,191.29468,M+H
NPA029391,(+)-trichothecrotocin I,339.1955,190.78377,M+H
NPA029392,(-)-trichothecrotocin I,339.1955,190.48944,M+H
NPA029393,Trichothecrotocin D,423.2014,212.27321,M+H
NPA029394,Trichothecrotocin E,423.2014,212.20161,M+H
NPA029395,Trichothecrotocin F,313.0918,170.64854,M+H
NPA029396,Trichothecrotocin G,423.2014,200.9626,M+H
NPA029397,Trichothecrotocin J,343.2268,187.35986,M+H
NPA029398,Trichothecrotocin K,349.1646,175.03107,M+H
NPA029399,Trichothecrotocin L,335.1853,175.72607,M+H
NPA029400,N-carbamoyl-2-hydroxy-3-methoxybenzamide,211.0714,144.21608,M+H
NPA029401,Carbazoquinocin G,268.1332,168.17397,M+H
NPA029402,4-epi-julichrome Q10,301.1071,165.48915,M+H
NPA029403,4-epi-julichrome Q10.10A,599.1912,234.40936,M+H
NPA029404,4-epi-julichrome Q10.10B,599.1912,229.18156,M+H
NPA029405,4-epi-julichrome Q10.10C,599.1912,240.23921,M+H
NPA029406,Campafungin B,383.2217,199.46156,M+H
NPA029407,Campafungin C,383.2217,195.58818,M+H
NPA029408,Campafungin D,383.2217,194.95409,M+H
NPA029409,Formicolide A,573.3422,249.72954,M+H
NPA029410,Formicolide B,557.3473,247.9456,M+H
NPA029411,Varioxepine B,478.2337,207.13878,M+H
NPA029412,Calvatianone,457.3313,221.38716,M+H
NPA029413,Krisynomycin B,1331.5977,372.30173,M+H
NPA029414,Krisynomycin C,1365.5587,372.08414,M+H
NPA029415,Penithochromone H,307.1176,171.20575,M+H
NPA029416,Penithochromone I,321.1333,177.82649,M+H
NPA029417,Penithochromone J,293.102,170.39153,M+H
NPA029418,Penithochromone K,293.102,167.54756,M+H
NPA029419,Penithoketone,347.1126,179.6588,M+H
NPA029420,Penithochromone A,307.1176,174.24391,M+H
NPA029421,Penithochromone B,321.1333,178.4925,M+H
NPA029422,Penithochromone C,321.1333,179.29427,M+H
NPA029423,Penithochromone D,335.1489,185.23747,M+H
NPA029424,Penithochromone E,335.1489,181.21233,M+H
NPA029425,Penithochromone F,349.1646,187.11357,M+H
NPA029426,Penithochromone G,333.1333,177.3116,M+H
NPA029427,Clifednamide D,525.2596,221.8315,M+H
NPA029428,Clifednamide E,525.2596,236.24525,M+H
NPA029429,Clifednamide F,491.2541,219.08072,M+H
NPA029430,Clifednamide G,523.2439,227.27342,M+H
NPA029431,Clifednamide H,509.2646,228.01714,M+H
NPA029432,Clifednamide I,507.249,226.17697,M+H
NPA029433,Clifednamide J,509.2646,227.79755,M+H
NPA029434,Maduraktermol I,454.9124,183.42622,M+H
NPA029435,Maduraktermol J,502.8124,181.51936,M+H
NPA029436,Maduraktermol K,518.8073,182.46315,M+H
NPA029437,Maduraktermol L,582.7022,184.31366,M+H
NPA029438,Maduraktermol M,534.8022,179.05968,M+H
NPA029439,Maduraktermol N,504.7917,180.26376,M+H
NPA029440,Maduraktermol A,322.9873,172.8204,M+H
NPA029441,Maduraktermol B,352.9978,181.85837,M+H
NPA029442,Maduraktermol C,367.0135,185.90855,M+H
NPA029443,Maduraktermol D,386.9589,184.43024,M+H
NPA029444,Maduraktermol E,390.9093,182.6823,M+H
NPA029445,Maduraktermol F,406.9042,185.9439,M+H
NPA029446,Maduraktermol G,338.9822,169.85641,M+H
NPA029447,Maduraktermol H,488.7967,171.60052,M+H
NPA029448,Staprexanthone A,395.1853,196.57262,M+H
NPA029449,Staprexanthone B,393.2061,206.98131,M+H
NPA029450,Staprexanthone C,393.2061,200.14345,M+H
NPA029451,Staprexanthone D,393.2061,208.42995,M+H
NPA029452,Staprexanthone E,393.2061,213.65129,M+H
NPA029453,Incarxanthone A,337.0918,171.1863,M+H
NPA029454,Incarxanthone B,339.0533,170.69688,M+H
NPA029455,Incarxanthone C,323.0762,172.81784,M+H
NPA029456,Incarxanthone D,290.0659,163.81505,M+H
NPA029457,Incarxanthone E,337.0918,174.30644,M+H
NPA029458,"2,8-dihydroxyvertixanthone",303.05,168.28975,M+H
NPA029459,Incarxanthone F,590.1293,220.44131,M+H
NPA029460,Gephysulfuromycin,403.0846,179.17921,M+H
NPA029461,Homophenanthroviridone,320.0918,185.03786,M+H
NPA029462,Homobenzo[b]phenanthridonamide,336.0867,177.39178,M+H
NPA029463,Homostealthin D,378.1336,189.8583,M+H
NPA029464,Nenesfuran,337.0707,176.22533,M+H
NPA029465,Nenesophanol,311.0914,179.87262,M+H
NPA029466,WS-5995-D,369.0969,186.41473,M+H
NPA029467,Androsamide,590.3007,238.19032,M+H
NPA029468,Not named,640.309,232.06133,M+H
NPA029469,Not named,624.314,229.85353,M+H
NPA029470,Not named,624.314,230.91812,M+H
NPA029471,6'-epi-paecilosetin A,388.2483,192.33417,M+H
NPA029472,Paecilosetin B,404.2432,192.38036,M+H
NPA029473,6'-epi-paecilosetin B,404.2432,192.02992,M+H
NPA029474,Paecilosetin C,356.222,202.14746,M+H
NPA029475,Paecilosetin D,372.217,194.70149,M+H
NPA029476,Tolypyridone C,356.1857,195.73636,M+H
NPA029477,Tolypyridone D,264.1594,173.16824,M+H
NPA029478,Tolypyridone E,356.1857,187.35323,M+H
NPA029479,Tolypyridone F,356.1857,187.69534,M+H
NPA029480,Tolypyridone G,356.1857,188.18105,M+H
NPA029481,Tolypyridone H,356.1857,186.68626,M+H
NPA029482,20β-carboxylconidiogenone C,317.2111,178.90808,M+H
NPA029483,20β-carboxylconidiogenone K,333.2061,177.88493,M+H
NPA029484,19α-hydroxyconidiogenone C,319.2268,186.71602,M+H
NPA029485,7α-hydroxyconidiogenone C,319.2268,179.24529,M+H
NPA029486,8β-hydroxyconidiogenone C,319.2268,179.41245,M+H
NPA029487,Ganoweberianic acid A,515.3004,216.45644,M+H
NPA029488,Ganoweberianic acid B,517.316,218.25954,M+H
NPA029489,Ganoweberianic acid C,533.3109,226.6621,M+H
NPA029490,Ganoweberianic acid D,531.2953,225.333,M+H
NPA029491,Ganoweberianic acid E,573.3058,240.751,M+H
NPA029492,Ganoweberianic acid F,529.2796,220.87764,M+H
NPA029493,Ganoweberianic acid G,533.3109,217.85968,M+H
NPA029494,Pestalotiphain A,458.2398,209.32137,M+H
NPA029495,Pestalotiphain B,323.1853,182.8703,M+H
NPA029496,Pestalotiphain C,327.2166,183.06947,M+H
NPA029497,Pestalotiphain D,327.2166,184.06978,M+H
NPA029498,Pestalotiphain E,313.201,173.86671,M+H
NPA029499,Pestalotiphain F,341.1959,187.35725,M+H
NPA029500,Pestalotiphain G,311.1853,174.17186,M+H
NPA029501,Drophiobolin B,399.253,197.22406,M+H
NPA029502,Drophiobolin A,403.2843,194.32478,M+H
NPA029503,Penisarin A,425.2323,201.32726,M+H
NPA029504,Penisarin B,427.2479,201.60567,M+H
NPA029505,Fusaindoterpene A,452.2796,206.94756,M+H
NPA029506,Fusaindoterpene B,506.3265,221.79074,M+H
NPA029507,Fusariumindole A,319.1441,171.627,M+H
NPA029508,Fusariumindole B,319.1441,173.39586,M+H
NPA029509,Fusariumindole C,310.1074,167.38399,M+H
NPA029510,(±)-Isoalternatine A,248.1281,162.25015,M+H
NPA029511,Amycolasporin A,177.0659,140.3233,M+H
NPA029512,Amycolasporin B,207.0764,147.13702,M+H
NPA029513,Amycolasporin C,235.0714,157.83354,M+H
NPA029514,Amycolasporin D,281.0921,169.88586,M+H
NPA029515,Amycolasporin E,206.0448,144.00334,M+H
NPA029516,Amycolabenzoyl,275.0914,170.7786,M+H
NPA029517,Amycolabenzoside A,405.1544,194.01251,M+H
NPA029518,Amycolabenzoside B,405.118,189.46883,M+H
NPA029519,"(R)-3-methyl-1,3-dihydroisobenzofuran-4,6-diol",167.0703,132.46684,M+H
NPA029520,Verticilactam C,428.2432,206.95879,M+H
NPA029521,Verticilactam B,428.2432,206.50206,M+H
NPA029522,Azodyrecin B,341.2799,197.00453,M+H
NPA029523,Azodyrecin C,355.2955,183.93051,M+H
NPA029524,Azodyrecin A,327.2642,178.21281,M+H
NPA029525,1′-trans-Azodyrecin A,327.2642,177.45598,M+H
NPA029526,1′-trans-Azodyrecin B,341.2799,196.38799,M+H
NPA029527,Trichodestruxin A,578.3548,239.09532,M+H
NPA029528,Trichodestruxin B,598.3447,242.24347,M+H
NPA029529,Trichodestruxin C,594.3861,242.555,M+H
NPA029530,Trichodestruxin D,566.3548,235.61217,M+H
NPA029531,Farnesylemefuranone D,401.2323,197.79564,M+H
NPA029532,"(6r)-16,17-dihydroophiobolin H",389.305,202.33975,M+H
NPA029533,"(5s,6s)-16,17-dihydroophiobolin H",389.305,200.65082,M+H
NPA029534,Farnesylemefuranone E,419.2428,201.19153,M+H
NPA029535,"(6r)-16,17,21,21-o-tetrahydroophiobolin G",371.2945,196.80206,M+H
NPA029536,Farnesylemefuranone F,461.2534,207.18825,M+H
NPA029537,Thiocarboxylic A,333.1155,191.04759,M+H
NPA029538,Thiocarboxylic B,377.1054,199.36037,M+H
NPA029539,Thiocarboxylic C1,349.1104,191.08965,M+H
NPA029540,Thiocarboxylic C2,349.1104,190.11731,M+H
NPA029541,Thiocarboxylic D1,351.1261,187.27077,M+H
NPA029542,Thiocarboxylic D2,351.1261,186.96431,M+H
NPA029543,Gregatin F1,297.1697,173.64328,M+H
NPA029544,Gregatin F2,297.1697,173.00357,M+H
NPA029545,Gregatin G1,295.154,176.53082,M+H
NPA029546,Gregatin G2,295.154,175.77028,M+H
NPA029547,Svalbardine B,605.1654,244.93889,M+H
NPA029548,Annularin K,199.0965,144.58136,M+H
NPA029549,Svalbardine A,303.0863,169.50992,M+H
NPA029550,Penipyranicin A,263.0914,166.12187,M+H
NPA029551,Penipyranicin B,307.0813,175.82594,M+H
NPA029552,Penipyranicin C,351.0711,181.9409,M+H
NPA029553,Isopyrenulin,319.0813,171.87704,M+H
NPA029554,Asperginol A,461.2898,211.2128,M+H
NPA029555,Asperginol B,445.2949,218.89943,M+H
NPA029556,Asperaustin A,485.217,216.33759,M+H
NPA029557,Asperaustin B,485.217,214.80693,M+H
NPA029558,Asperaustin C,429.2272,196.53572,M+H
NPA029559,Solitumine A,374.2075,184.58197,M+H
NPA029560,Solitumine B,372.1918,191.95491,M+H
NPA029561,Solitumidine A,358.2125,187.50877,M+H
NPA029562,Solitumidine B,359.1966,187.02345,M+H
NPA029563,Solitumidine C,374.2075,191.78035,M+H
NPA029564,Solitumidine D,390.2024,193.95346,M+H
NPA029565,Cyclonerodiol C,243.2319,163.3623,M+H
NPA029566,Trichoderolide A,315.1227,174.06114,M+H
NPA029567,Trichodermaerin A,239.2006,161.93819,M+H
NPA029568,Trichoderolide B,301.1435,174.41463,M+H
NPA029569,Trichoderolide C,235.0965,157.37895,M+H
NPA029570,Trichoderolide D,297.1122,173.0453,M+H
NPA029571,Trichoderolide E,327.1227,181.2312,M+H
NPA029572,Trichoderolide F,357.1333,185.86998,M+H
NPA029573,Harziandione A,317.2111,183.69443,M+H
NPA029574,Cyclonerodiol A,325.2374,179.57228,M+H
NPA029575,Cyclonerodiol B,271.2632,172.76,M+H
NPA029576,Benwamycin A,295.1904,183.3434,M+H
NPA029577,Benwamycin B,279.1955,180.2837,M+H
NPA029578,Benwamycin C,321.1697,181.30263,M+H
NPA029579,Benwamycin D,349.201,194.33134,M+H
NPA029580,Benwamycin E,291.1591,179.32628,M+H
NPA029581,Benwamycin F,315.1955,183.67143,M+H
NPA029582,Benwamycin G,331.1904,184.68372,M+H
NPA029583,Not named,340.1081,175.7103,M+H
NPA029584,Not named,415.1388,205.38148,M+H
NPA029585,Not named,403.1024,195.48958,M+H
NPA029586,Not named,356.103,177.25502,M+H
NPA029587,Chrysophanol O-3'-acetyl-α-D-ribofuranoside,429.118,193.45062,M+H
NPA029588,4-isoprenylravenelin,327.1227,181.95857,M+H
NPA029589,Not named,529.1341,211.6791,M+H
NPA029590,Not named,487.1235,205.10034,M+H
NPA029591,Antcamphorol J,441.3363,208.20697,M+H
NPA029592,Antcamphorol K,441.3363,211.87907,M+H
NPA029593,Antcamphorol A,471.3833,213.03072,M+H
NPA029594,Antcamphorol B,461.3262,206.26509,M+H
NPA029595,Antcamphorol C,461.3262,206.34732,M+H
NPA029596,Antcamphorol D,475.3054,212.54716,M+H
NPA029597,Antcamphorol E,475.3054,212.82079,M+H
NPA029598,Antcamphorol F,425.3414,210.7508,M+H
NPA029599,Antcamphorol G,425.3414,210.53476,M+H
NPA029600,Antcamphorol H,427.3571,211.61418,M+H
NPA029601,Antcamphorol I,409.3465,209.03981,M+H
NPA029602,Arenicolin A,805.3641,283.7822,M+H
NPA029603,Arenicolin B,649.3219,263.3737,M+H
NPA029604,Pyrroloformamide C,229.01,140.09483,M+H
NPA029605,Pyrroloformamide D,246.9842,136.5746,M+H
NPA029606,Ikoamide,1234.7909,356.05524,M+H
NPA029607,Rufomycin NBZ3,1028.5816,330.95535,M+H
NPA029608,Rufomycin NBZ1,1044.5765,337.99112,M+H
NPA029609,Rufomycin NBZ2,1044.5765,338.44858,M+H
NPA029610,Rufomycin NBZ4,967.6016,341.31747,M+H
NPA029611,Rufomycin NBZ5,1088.6027,345.36465,M+H
NPA029612,Rufomycin NBZ6,1014.5659,335.86282,M+H
NPA029613,Rufomycin NBZ7,1058.5921,334.02835,M+H
NPA029614,Rufomycin NBZ8,1058.5557,334.1525,M+H
NPA029615,Meliponamycin A,784.4451,266.84402,M+H
NPA029616,Meliponamycin B,798.4608,275.5823,M+H
NPA029617,Pyranterrone H,280.118,166.28459,M+H
NPA029618,Pyranterrone A,274.1074,168.35283,M+H
NPA029619,Pyranterrone B,274.1074,170.09938,M+H
NPA029620,Pyranterrone C,260.0918,165.17308,M+H
NPA029621,Pyranterrone D,252.1231,164.10622,M+H
NPA029622,Pyranterrone E,266.1387,166.65282,M+H
NPA029623,Pyranterrone F,266.1023,164.30475,M+H
NPA029624,Pyranterrone G,282.0972,163.19257,M+H
NPA029625,Talauxin E,676.1661,250.12334,M+H
NPA029626,Talauxin Q,675.1821,251.48343,M+H
NPA029627,Talauxin V,646.1919,250.00291,M+H
NPA029628,Talauxin L,660.2076,252.75293,M+H
NPA029629,Talauxin I,660.2076,243.59154,M+H
NPA029630,Scequinadoline J,371.1503,186.9561,M+H
NPA029631,Scetryptoquivaline A,495.1333,210.7443,M+H
NPA029632,Scequinadoline I,504.2242,219.50258,M+H
NPA029633,Boholamide A,466.2912,211.37386,M+H
NPA029634,Bulbimidazole A,237.1962,160.19264,M+H
NPA029635,Bulbimidazole B,223.1805,160.49983,M+H
NPA029636,Bulbimidazole C,223.1805,155.21309,M+H
NPA029637,Higginsianin D,459.3105,225.59235,M+H
NPA029638,Higginsianin E,459.3105,226.33574,M+H
NPA029639,Proximicin F,308.0877,167.01627,M+H
NPA029640,Diproximicin A,655.1995,246.24295,M+H
NPA029641,Proximicin G,398.1347,197.57024,M+H
NPA029642,Methyl succinyl Sumiki's acid,257.0656,148.57227,M+H
NPA029643,(aS)-fonsecinone A,571.1599,224.6724,M+H
NPA029644,Maunakeanolic acid A,513.3211,225.36514,M+H
NPA029645,Maunakeanolic acid B,515.3367,223.70161,M+H
NPA029646,Maunakeanolin,451.2327,210.47629,M+H
NPA029647,"(3R)-2,4-dimethyl-5-phenyl-4-pentene-2,3-diol",207.138,155.9381,M+H
NPA029648,O-(phenylacetyl)oudemansinol B,459.1569,210.02345,M+H
NPA029649,Favolasin A,257.1172,167.03133,M+H
NPA029650,Favolasin G,441.2272,208.61766,M+H
NPA029651,Favolasin K,441.2272,210.83434,M+H
NPA029652,Favolasin E,455.2065,210.94298,M+H
NPA029653,"(5S,6R,Z)-3-methyl-6-phenyl-3-hexene-1,5,6-triol",223.1329,158.27872,M+H
NPA029654,"3-hydroxy-2,2,4-trimethyl-5-phenylpent-4-enoic acid",235.1329,159.21,M+H
NPA029655,Oudemansin H,321.1697,179.99086,M+H
NPA029656,9-oxostrobilurin E,473.217,219.38063,M+H
NPA029657,Oudemansin I,407.2065,196.75418,M+H
NPA029658,Oudemansin G,475.2691,208.90804,M+H
NPA029659,Oudemansin K,475.2691,217.04926,M+H
NPA029660,Oudemansinol A,277.1435,171.58409,M+H
NPA029661,Oudemansinol B,341.1151,184.5824,M+H
NPA029662,Not named,265.1435,162.98065,M+H
NPA029663,Not named,296.0684,165.81158,M+H
NPA029664,N-(3-methyl-2-butenyl)-2-aza-2-deoxychaetoviridin E,482.2093,212.71394,M+H
NPA029665,"4′,5′-dinor-5′-deoxy-N-(3,7-dimethyl-2,6-octadienyl)-2-aza-2-deoxychaetoviridin A",524.2562,226.56303,M+H
NPA029666,"4′,5′-dinor-5′-deoxy-N-(3-methyl-2-butenyl)-2-aza-2-deoxychaetoviridin A",456.1936,209.32776,M+H
NPA029667,"N-(3,7-dimethyl-2,6-octadienyl)-2-aza-2-deoxychaetoviridin E",550.2719,239.51912,M+H
NPA029668,"N-(3,7-Dimethyl-2,6-octadienyl)-2-aza-2-deoxychaetoviridin A",568.2825,234.27292,M+H
NPA029669,"4′-epi-N-(3,7-Dimethyl-2,6-octadienyl)-2-aza-2-deoxychaetoviridin A",568.2825,234.69386,M+H
NPA029670,N-(3-methyl-2-butenyl)-2-aza-2-deoxychaetoviridin A,500.2199,222.47594,M+H
NPA029671,4′-epi-N-(3-methyl-2-butenyl)-2-aza-2-deoxychaetoviridin A,500.2199,223.12921,M+H
NPA029672,Dipleosporalone A,805.2702,263.25122,M+H
NPA029673,Dipleosporalone B,805.2702,267.30573,M+H
NPA029674,Microketide A,277.1435,169.94792,M+H
NPA029675,Microketide B,277.1435,169.8088,M+H
NPA029676,Isoheptylprodigiosin,352.2384,189.25099,M+H
NPA029677,Irijimaside A,609.3633,243.05052,M+H
NPA029678,Irijimaside B,595.3477,241.3498,M+H
NPA029679,Irijimaside C,595.3477,233.62285,M+H
NPA029680,Irijimaside D,595.3477,240.13065,M+H
NPA029681,Irijimaside E,621.3633,244.13943,M+H
NPA029682,Pestalotioquinol C,233.0809,154.59058,M+H
NPA029683,Pestalotioquinol D,233.0809,152.14409,M+H
NPA029684,Pestalotioquinol E,311.2006,174.53322,M+H
NPA029685,Pestalotioquinol F,373.201,192.26263,M+H
NPA029686,Pestalotioquinoside A,457.2585,213.45844,M+H
NPA029687,Pestalotioquinoside B,487.2327,210.68619,M+H
NPA029688,Pestalotioquinoside C,389.1959,201.46169,M+H
NPA029689,6-deoxytolypodiol,441.3,211.36053,M+H
NPA029690,11-hydroxytolypodiol,473.2898,218.86885,M+H
NPA029691,Penicixanthone F,779.1818,262.41898,M+H
NPA029692,Penicixanthone G,807.2131,271.48416,M+H
NPA029693,Penicixanthone H,793.1975,271.26688,M+H
NPA029694,Penicixanthone I,693.1814,252.52455,M+H
NPA029695,Penicixanthone C,309.0969,170.73578,M+H
NPA029696,Penicixanthone D,309.0969,165.82854,M+H
NPA029697,Penicixanthone B,393.118,190.75076,M+H
NPA029698,Penicixanthone E,295.1176,170.13089,M+H
NPA029699,Irpexine,414.1548,196.6477,M+H
NPA029700,Talarolactone A,281.0478,161.68654,M+H
NPA029701,Tremutin A,247.1329,163.25383,M+H
NPA029702,Tremutin B,245.1172,159.8976,M+H
NPA029703,Tremutin C,251.1642,167.06134,M+H
NPA029704,Tremutin D,281.1384,167.80429,M+H
NPA029705,Tremutin E,265.1435,168.37886,M+H
NPA029706,Tremutin F,249.1485,165.74742,M+H
NPA029707,Tremutin G,265.1435,164.4482,M+H
NPA029708,Tremutin H,265.1435,159.53664,M+H
NPA029709,SF2768 I,401.2395,189.84654,M+H
NPA029710,SF2768 K,340.2231,179.56137,M+H
NPA029711,SF2768 L,338.2075,179.75264,M+H
NPA029712,Naphthacemycin B8,585.031,230.80951,M+H
NPA029713,Naphthacemycin B11,575.0426,233.74318,M+H
NPA029714,Naphthacemycin B12,609.0036,234.08815,M+H
NPA029715,Naphthacemycin B13,642.9646,228.6769,M+H
NPA029716,Naphthacemycin B6,507.1205,227.36382,M+H
NPA029717,Naphthacemycin B5,507.1205,228.85469,M+H
NPA029718,Naphthacemycin B9,541.0816,233.27362,M+H
NPA029719,Naphthacemycin B7,541.0816,231.38663,M+H
NPA029720,Naphthacemycin B10,575.0426,232.94902,M+H
NPA029721,Ilamycin O,997.5757,322.1594,M+H
NPA029722,Ilamycin P,1042.5608,339.21863,M+H
NPA029723,Ilamycin Q,1046.538,329.75638,M+H
NPA029724,Ilamycin R,1024.5866,333.49802,M+H
NPA029725,Ilamycin G,1058.5557,331.9687,M+H
NPA029726,Ilamycin H,1058.5557,334.59842,M+H
NPA029727,Ilamycin I,1044.5765,335.47787,M+H
NPA029728,Ilamycin J,1042.5608,333.6643,M+H
NPA029729,Ilamycin K,1058.5557,332.0334,M+H
NPA029730,Ilamycin L,1074.5506,332.87466,M+H
NPA029731,Ilamycin M,1028.5816,327.602,M+H
NPA029732,Ilamycin N,1040.5816,330.80972,M+H
NPA029733,Ilyoresorcy J,367.0943,175.76134,M+H
NPA029734,Ilyoresorcy K,325.0838,173.11171,M+H
NPA029735,Ilyoresorcy A,397.1413,190.45518,M+H
NPA029812,Atrop-Ilyoresorcy A,397.1413,190.45518,M+H
NPA029736,Ilyoresorcy B,395.1256,188.86139,M+H
NPA029737,Ilyoresorcy C,381.0736,178.91457,M+H
NPA029738,Ilyoresorcy E,397.1049,187.36552,M+H
NPA029739,Ilyoresorcy F,369.11,178.95586,M+H
NPA029740,Ilyoresorcy G,385.1049,181.1294,M+H
NPA029741,Ilyoresorcy H,349.1282,179.04869,M+H
NPA029742,Ilyoresorcy I,333.1333,176.43864,M+H
NPA029743,Microeunicellol A,361.201,193.55742,M+H
NPA029744,Microeunicellol B,363.2166,196.40675,M+H
NPA029745,Psathyrin A,319.2268,194.69626,M+H
NPA029746,Psathyrin B,319.2268,186.2965,M+H
NPA029747,"1R, 4′S, 5′R -ulosporin G",399.1439,196.20659,M+H
NPA029748,Ulosporin D,279.1227,177.79353,M+H
NPA029749,Ulosporin B,289.0707,177.50696,M+H
NPA029750,Ulosporin C,279.1227,176.86249,M+H
NPA029751,Ulosporin E,279.1227,177.32472,M+H
NPA029752,Ulosporin F,277.1071,175.30345,M+H
NPA029753,Ulophenol A,289.1435,175.00832,M+H
NPA029754,Palmarumycin P5,313.1071,178.86453,M+H
NPA029755,1S-ulosporin A,305.102,174.62662,M+H
NPA029756,"1R, 4′R, 5′R-ulosporin G",399.1439,197.69069,M+H
NPA029757,1R-ulosporin A,305.102,175.86693,M+H
NPA029758,Nigcollin E,267.1591,165.08768,M+H
NPA029759,Nigrosirpexin F,181.0859,138.80267,M+H
NPA029760,Nigrosirpexin B,365.1959,188.44604,M+H
NPA029761,Nigrosirpexin C,255.1955,166.52454,M+H
NPA029762,Nigirpexin E,263.1278,164.65071,M+H
NPA029763,Nigrosirpexin D,297.2061,174.84177,M+H
NPA029764,Nigrosirpexin E,269.1748,168.52724,M+H
NPA029765,Nigcollin A,311.1489,176.26862,M+H
NPA029766,Nigcollin B,313.1282,165.91318,M+H
NPA029767,Nigcollin C,297.1333,169.54405,M+H
NPA029768,Nigcollin D,327.1439,170.33144,M+H
NPA029769,Columbamide F,494.2799,214.89418,M+H
NPA029770,Columbamide G,528.2409,213.36674,M+H
NPA029771,Columbamide H,418.3083,207.82967,M+H
NPA029772,Aspeterreurone A,323.1278,174.4763,M+H
NPA029773,Fasamycin G,535.1518,230.24147,M+H
NPA029774,Fasamycin H,487.1752,224.1884,M+H
NPA029775,Fasamycin I,521.1362,217.92871,M+H
NPA029776,Fasamycin J,507.1205,226.20856,M+H
NPA029777,Fasamycin K,521.1362,225.29678,M+H
NPA029778,Formicamycin N,539.1467,224.11275,M+H
NPA029779,Formicamycin O,539.1467,221.15575,M+H
NPA029780,Formicamycin P,525.1311,220.2161,M+H
NPA029781,Formicamycin Q,587.1234,231.11913,M+H
NPA029782,1β-hydroxybrassicicene Q,305.2111,194.27467,M+H
NPA029783,Alterbrassicicene B,305.2111,181.08218,M+H
NPA029784,3-ketobrassicicene W,305.2111,185.11807,M+H
NPA029785,Alterbrassicicene C,361.201,187.52736,M+H
NPA029786,"1β,2β-epoxybrassicicene I",351.253,191.53786,M+H
NPA029787,Alterbrassicicene D,333.2424,191.64442,M+H
NPA029788,Alterbrassicicene E,335.2581,186.66069,M+H
NPA029789,Penilumamide I,484.1575,202.36926,M+H
NPA029790,Amiaspochalasin I,450.285,218.8961,M+H
NPA029791,Penilumamide F,408.1415,185.87578,M+H
NPA029792,Penilumamide G,427.1361,195.20549,M+H
NPA029793,Penilumamide H,443.131,198.25346,M+H
NPA029794,Penilumamide J,503.1344,204.65057,M+H
NPA029795,4-Demethoxycarbonyl-2-O-methylbutyrolactone I,381.1697,199.40733,M+H
NPA029796,Ganodermalactone U,561.3422,228.35252,M+H
NPA029797,Ganodermalactone V,539.3004,225.74275,M+H
NPA029798,Ganodermalactone W,467.3156,216.70795,M+H
NPA029799,Ganodermalactone X,453.3363,217.26018,M+H
NPA029800,Ganocolossusin A,525.3211,226.18562,M+H
NPA029801,Ganocolossusin B,587.3579,226.69235,M+H
NPA029802,Ganocolossusin C,585.3422,226.12486,M+H
NPA029803,Ganocolossusin D,585.3422,226.58571,M+H
NPA029804,Ganocolossusin E,603.3528,233.56512,M+H
NPA029805,Ganocolossusin F,605.3684,237.62007,M+H
NPA029806,Ganocolossusin G,573.3786,227.20753,M+H
NPA029807,Ganocolossusin H,515.3731,225.90492,M+H
NPA029808,Ganodermalactone T,545.3473,233.59656,M+H
NPA029809,Botryosphaerone E,267.1227,161.8798,M+H
NPA029810,Kirschsteinin C,481.1129,206.88179,M+H
NPA029811,(aS)-asperpyrone A,557.1442,222.46783,M+H
NPA029735,Ilyoresorcy A,397.1413,190.45518,M+H
NPA029812,Atrop-Ilyoresorcy A,397.1413,190.45518,M+H
NPA028101,Neofusnaphthoquinone A,509.1442,213.21712,M+H
NPA029813,Kirschsteinin B,509.1442,213.21712,M+H
NPA029814,Deschloro-merochlorin B,395.2217,201.34868,M+H
NPA029815,Iso-chloro-merochlorin B,429.1827,207.23181,M+H
NPA029816,Deschloro-merochlorin A,395.2217,198.14172,M+H
NPA029817,Divergolide E,554.2749,241.11305,M+H
NPA029818,Divergolide F,554.2749,239.0317,M+H
NPA029819,Divergolide G,554.2749,239.43013,M+H
NPA029820,Divergolide H,554.2749,241.93352,M+H
NPA029821,Sterigmatocystin hemiacetal,343.0813,183.06364,M+H
NPA029822,Acyl-hemiacetal sterigmatocystin,385.0918,190.04977,M+H
NPA029823,5-methoxydihydrosterigmatocystin,357.0969,185.71838,M+H
NPA029824,Penicitriketo,307.1024,173.73828,M+H
NPA029825,2'-isopentenylsaproxanthin,637.4979,277.83832,M+H
NPA029826,"3-(2- amino-phenyl)-5-methoxy-1,5-dihydro-pyrrol-2-one",205.0972,144.93307,M+H
NPA029827,Butyrolactone VIII,425.1595,205.67494,M+H
NPA029828,Iso-C14 mojavensin,1070.5629,314.3857,M+H
NPA029829,Iso-C16 mojavensin,1098.5942,320.2375,M+H
NPA029830,Anteiso-C17 mojavensin,1112.6099,325.6658,M+H
NPA029831,2-deoxy-2-phosphamino-_-D-glucopyranose,260.053,150.8926,M+H
NPA029832,Phosphocalyculin C,1103.5329,329.3032,M+H
NPA029833,N-formyllapatin A,442.151,198.71187,M+H
NPA029834,Tandyukisin,463.2691,210.84048,M+H
