NPAID,Name,m/z,CCS,Adduct,URL
NPA028190,Not named,269.1758,170.85582,M-H,https://www.npatlas.org/explore/compounds/NPA028190
NPA028191,Cerrenin A,251.1652,168.93729,M-H,https://www.npatlas.org/explore/compounds/NPA028191
NPA028192,Cerrenin B,249.1496,159.95137,M-H,https://www.npatlas.org/explore/compounds/NPA028192
NPA028193,Cerrenin C,249.1496,157.75546,M-H,https://www.npatlas.org/explore/compounds/NPA028193
NPA028194,(-)-spirocochlealactone A,681.3433,259.1214,M-H,https://www.npatlas.org/explore/compounds/NPA028194
NPA028195,(+)-spirocochlealactone A,681.3433,261.5702,M-H,https://www.npatlas.org/explore/compounds/NPA028195
NPA028196,(-)-spirocochlealactone B,613.2807,237.06966,M-H,https://www.npatlas.org/explore/compounds/NPA028196
NPA028197,(+)-spirocochlealactone B,613.2807,236.34042,M-H,https://www.npatlas.org/explore/compounds/NPA028197
NPA028198,(-)-spirocochlealactone C,613.2807,233.77217,M-H,https://www.npatlas.org/explore/compounds/NPA028198
NPA028199,(+)-spirocochlealactone C,613.2807,233.0602,M-H,https://www.npatlas.org/explore/compounds/NPA028199
NPA028200,Nigirpexin A,243.1026,162.4519,M-H,https://www.npatlas.org/explore/compounds/NPA028200
NPA028201,Nigirpexin B,229.1234,159.58815,M-H,https://www.npatlas.org/explore/compounds/NPA028201
NPA028202,Nigirpexin C,263.1289,170.382,M-H,https://www.npatlas.org/explore/compounds/NPA028202
NPA028203,Nigirpexin D,295.1187,166.12631,M-H,https://www.npatlas.org/explore/compounds/NPA028203
NPA028204,Nigirpexin E,253.1809,163.52998,M-H,https://www.npatlas.org/explore/compounds/NPA028204
NPA028205,Ganoleucoin AA,569.2756,227.77803,M-H,https://www.npatlas.org/explore/compounds/NPA028205
NPA028206,Ganoleucoin T,543.2599,216.89192,M-H,https://www.npatlas.org/explore/compounds/NPA028206
NPA028207,Ganoleucoin U,585.2705,229.51688,M-H,https://www.npatlas.org/explore/compounds/NPA028207
NPA028208,Ganoleucoin V,543.2599,214.64185,M-H,https://www.npatlas.org/explore/compounds/NPA028208
NPA028209,Ganoleucoin W,529.2807,211.23843,M-H,https://www.npatlas.org/explore/compounds/NPA028209
NPA028210,Ganoleucoin X,503.3378,209.41823,M-H,https://www.npatlas.org/explore/compounds/NPA028210
NPA028211,Ganoleucoin Y,673.3229,250.7141,M-H,https://www.npatlas.org/explore/compounds/NPA028211
NPA028212,Ganoleucoin Z,715.3335,252.29832,M-H,https://www.npatlas.org/explore/compounds/NPA028212
NPA028213,Terrusnolide A,309.1496,178.13142,M-H,https://www.npatlas.org/explore/compounds/NPA028213
NPA028214,Terrusnolide B,395.15,189.6985,M-H,https://www.npatlas.org/explore/compounds/NPA028214
NPA028215,Terrusnolide C,409.1656,202.47072,M-H,https://www.npatlas.org/explore/compounds/NPA028215
NPA028216,Terrusnolide D,395.15,189.68788,M-H,https://www.npatlas.org/explore/compounds/NPA028216
NPA028217,Pysarone A,251.0925,156.62682,M-H,https://www.npatlas.org/explore/compounds/NPA028217
NPA028218,3-demethoxylfusarnaphthoquinone B,245.0819,159.47252,M-H,https://www.npatlas.org/explore/compounds/NPA028218
NPA028219,"(2S,3S,4S)-8-dehydroxy-8-methoxyldihydronaphthalenone",305.103,176.01578,M-H,https://www.npatlas.org/explore/compounds/NPA028219
NPA028220,Eurobenzophenone C,303.051,173.69942,M-H,https://www.npatlas.org/explore/compounds/NPA028220
NPA028221,Eurobenzophenone A,421.0776,191.20946,M-H,https://www.npatlas.org/explore/compounds/NPA028221
NPA028222,Eurobenzophenone B,435.0933,196.76779,M-H,https://www.npatlas.org/explore/compounds/NPA028222
NPA028223,Euroanthone A,417.0827,195.52045,M-H,https://www.npatlas.org/explore/compounds/NPA028223
NPA028224,Euroanthone B,403.067,187.20055,M-H,https://www.npatlas.org/explore/compounds/NPA028224
NPA028225,(+)1-O-demethylvariecolorquinone A,387.0721,190.45186,M-H,https://www.npatlas.org/explore/compounds/NPA028225
NPA028226,Isopropylchaetominine,443.1725,202.31572,M-H,https://www.npatlas.org/explore/compounds/NPA028226
NPA028227,Isoterrelumamide A,455.132,194.51228,M-H,https://www.npatlas.org/explore/compounds/NPA028227
NPA028228,5'-epi-averufanin,369.098,187.34523,M-H,https://www.npatlas.org/explore/compounds/NPA028228
NPA028229,Asperimide A,362.1398,193.58551,M-H,https://www.npatlas.org/explore/compounds/NPA028229
NPA028230,Asperimide B,360.1241,186.86842,M-H,https://www.npatlas.org/explore/compounds/NPA028230
NPA028231,Asperimide C,378.1347,188.74837,M-H,https://www.npatlas.org/explore/compounds/NPA028231
NPA028232,Asperimide D,378.1347,187.89381,M-H,https://www.npatlas.org/explore/compounds/NPA028232
NPA028233,Emericellin B,253.1809,158.7964,M-H,https://www.npatlas.org/explore/compounds/NPA028233
NPA028234,Emericellin A,237.186,156.52802,M-H,https://www.npatlas.org/explore/compounds/NPA028234
NPA028235,Aspergilate A,397.1504,183.58705,M-H,https://www.npatlas.org/explore/compounds/NPA028235
NPA028236,Aspergilate B,325.1293,171.76622,M-H,https://www.npatlas.org/explore/compounds/NPA028236
NPA028237,Aspergilate C,325.1293,185.53178,M-H,https://www.npatlas.org/explore/compounds/NPA028237
NPA028238,Aspergilate D,297.098,169.30214,M-H,https://www.npatlas.org/explore/compounds/NPA028238
NPA028239,Aspergilate E,297.098,177.6178,M-H,https://www.npatlas.org/explore/compounds/NPA028239
NPA028240,Phomoxanthone F,275.0561,157.25496,M-H,https://www.npatlas.org/explore/compounds/NPA028240
NPA028241,Phomoxanthone G,307.0823,163.57323,M-H,https://www.npatlas.org/explore/compounds/NPA028241
NPA028242,Phomoxanthone H,307.0823,162.61066,M-H,https://www.npatlas.org/explore/compounds/NPA028242
NPA028243,Phomoxanthone I,275.0925,159.47118,M-H,https://www.npatlas.org/explore/compounds/NPA028243
NPA028244,Phomoxanthone J,287.0561,171.50322,M-H,https://www.npatlas.org/explore/compounds/NPA028244
NPA028245,Phomoxanthone K,301.0354,172.46416,M-H,https://www.npatlas.org/explore/compounds/NPA028245
NPA028246,Fusariumin B,412.3432,213.55917,M-H,https://www.npatlas.org/explore/compounds/NPA028246
NPA028247,Fusariumin C,426.3589,227.46327,M-H,https://www.npatlas.org/explore/compounds/NPA028247
NPA028248,Fusariumin D,354.3377,204.22495,M-H,https://www.npatlas.org/explore/compounds/NPA028248
NPA028249,"6,8-Dihydroxy-3-methoxy-3,7- dimethylisochroman-1-one",237.0768,153.47981,M-H,https://www.npatlas.org/explore/compounds/NPA028249
NPA028250,"(2S,3S)-3-Hydroxy-1,4-diphenylbutan-2-yl-acetate",283.1339,164.08418,M-H,https://www.npatlas.org/explore/compounds/NPA028250
NPA028251,Aeruginosin BH604,603.3511,234.66316,M-H,https://www.npatlas.org/explore/compounds/NPA028251
NPA028252,Aeruginosin BH462B,461.2293,206.72853,M-H,https://www.npatlas.org/explore/compounds/NPA028252
NPA028253,Aeruginosin BH462A,461.2293,207.05331,M-H,https://www.npatlas.org/explore/compounds/NPA028253
NPA028254,Norverrucosidinol acetate,461.2181,206.85236,M-H,https://www.npatlas.org/explore/compounds/NPA028254
NPA028255,Nordeoxyverrucosidin,385.202,201.09563,M-H,https://www.npatlas.org/explore/compounds/NPA028255
NPA028256,"(1S,2R,4R,5S)-14-deoxy-aspergiketone",233.1547,164.50488,M-H,https://www.npatlas.org/explore/compounds/NPA028256
NPA028257,12-hydroxy-8-ene-3-oxodrimenol,251.1652,164.64503,M-H,https://www.npatlas.org/explore/compounds/NPA028257
NPA028258,Dikojiacid A,351.0721,176.6303,M-H,https://www.npatlas.org/explore/compounds/NPA028258
NPA028259,Dikojiacid B,309.0616,177.29506,M-H,https://www.npatlas.org/explore/compounds/NPA028259
NPA028260,Trinulactone B,419.2439,196.37572,M-H,https://www.npatlas.org/explore/compounds/NPA028260
NPA028261,Trinulactone C,618.2839,244.03606,M-H,https://www.npatlas.org/explore/compounds/NPA028261
NPA028262,Trinulactone D,618.2839,243.96194,M-H,https://www.npatlas.org/explore/compounds/NPA028262
NPA028263,Trinulactone A,403.249,197.26921,M-H,https://www.npatlas.org/explore/compounds/NPA028263
NPA028264,"3S,24S,25,26-tetrahydroxy-5α-lanost-8-en-11-one",503.3378,224.54022,M-H,https://www.npatlas.org/explore/compounds/NPA028264
NPA028265,"Ganodermanondiol 24,25-acetonide",511.3793,225.6803,M-H,https://www.npatlas.org/explore/compounds/NPA028265
NPA028266,"(22S, 23R)-12α,14α,23α-trihydroxy-16,22-epoxy-ergosta-4,8-dien-3,11-dione",471.2752,212.23729,M-H,https://www.npatlas.org/explore/compounds/NPA028266
NPA028267,(-) palitantin,253.1445,164.37044,M-H,https://www.npatlas.org/explore/compounds/NPA028267
NPA028268,Methylobamine,302.1114,165.82317,M-H,https://www.npatlas.org/explore/compounds/NPA028268
NPA028269,Ochangoside,387.131,183.53572,M-H,https://www.npatlas.org/explore/compounds/NPA028269
NPA028270,Cochlearoid M,477.1919,202.61528,M-H,https://www.npatlas.org/explore/compounds/NPA028270
NPA028271,Cochlearoid L,447.2177,210.00989,M-H,https://www.npatlas.org/explore/compounds/NPA028271
NPA028272,3-hydroxy-2-(2-hydroxy-6-methoxy-4-methylbenzoyl)-5-methoxy-benzoic acid methyl ester,345.098,181.47414,M-H,https://www.npatlas.org/explore/compounds/NPA028272
NPA028273,Cornifronin A,194.155,154.99385,M-H,https://www.npatlas.org/explore/compounds/NPA028273
NPA028274,Cornifronin B,224.1656,160.61726,M-H,https://www.npatlas.org/explore/compounds/NPA028274
NPA028275,Methyl-4-((1-hydroxy-3-methylpentan-2-yl)amino)-3-methyl-4-oxobutanoate,244.1554,154.25087,M-H,https://www.npatlas.org/explore/compounds/NPA028275
NPA028276,4-((1-acetoxy-3-methylpentan-2-yl)amino)-3-methyl-4-oxobutanoic acid,272.1503,165.86879,M-H,https://www.npatlas.org/explore/compounds/NPA028276
NPA028277,Pestalotilide A,387.1449,191.48676,M-H,https://www.npatlas.org/explore/compounds/NPA028277
NPA028278,Curdepsidone A,329.0667,175.40135,M-H,https://www.npatlas.org/explore/compounds/NPA028278
NPA028279,Chaetolactone,251.1289,162.9096,M-H,https://www.npatlas.org/explore/compounds/NPA028279
NPA028280,Aspersteroid A,435.2541,206.23636,M-H,https://www.npatlas.org/explore/compounds/NPA028280
NPA028281,Saponaceolide T,515.3014,222.43477,M-H,https://www.npatlas.org/explore/compounds/NPA028281
NPA028282,Saponaceol D,896.5165,288.64566,M-H,https://www.npatlas.org/explore/compounds/NPA028282
NPA028283,Asperterzine,353.0424,167.49309,M-H,https://www.npatlas.org/explore/compounds/NPA028283
NPA028284,Saroclazine C,329.1507,180.00978,M-H,https://www.npatlas.org/explore/compounds/NPA028284
NPA028285,Saroclazine A,393.1312,184.56627,M-H,https://www.npatlas.org/explore/compounds/NPA028285
NPA028286,Saroclazine B,393.1312,182.37846,M-H,https://www.npatlas.org/explore/compounds/NPA028286
NPA028287,Varilactone A,425.2333,198.73462,M-H,https://www.npatlas.org/explore/compounds/NPA028287
NPA028288,Varilactone B,425.2333,198.56017,M-H,https://www.npatlas.org/explore/compounds/NPA028288
NPA028289,Wortmannilactone M,425.2333,207.17198,M-H,https://www.npatlas.org/explore/compounds/NPA028289
NPA028290,Wortmannilactone N,425.2333,204.06767,M-H,https://www.npatlas.org/explore/compounds/NPA028290
NPA028291,Ochramide D,237.1244,159.64116,M-H,https://www.npatlas.org/explore/compounds/NPA028291
NPA028292,Ochramide A,223.1452,158.48286,M-H,https://www.npatlas.org/explore/compounds/NPA028292
NPA028293,Ochramide B,237.1608,166.37602,M-H,https://www.npatlas.org/explore/compounds/NPA028293
NPA028294,Ochramide C,253.1557,167.22708,M-H,https://www.npatlas.org/explore/compounds/NPA028294
NPA028295,Ochralate A,785.4399,273.02795,M-H,https://www.npatlas.org/explore/compounds/NPA028295
NPA028296,Phomactin Q,317.2122,174.71747,M-H,https://www.npatlas.org/explore/compounds/NPA028296
NPA028297,Phomactin R,299.2016,176.51138,M-H,https://www.npatlas.org/explore/compounds/NPA028297
NPA028298,Phomactin S,317.2122,176.27907,M-H,https://www.npatlas.org/explore/compounds/NPA028298
NPA028299,Phomactin T,361.1656,181.19203,M-H,https://www.npatlas.org/explore/compounds/NPA028299
NPA028300,Phomactin U,333.2071,177.76424,M-H,https://www.npatlas.org/explore/compounds/NPA028300
NPA028301,Phomactin V,317.2122,174.26625,M-H,https://www.npatlas.org/explore/compounds/NPA028301
NPA028302,Bysspectin A,489.301,233.23724,M-H,https://www.npatlas.org/explore/compounds/NPA028302
NPA028303,Bysspectin B,259.1339,163.1766,M-H,https://www.npatlas.org/explore/compounds/NPA028303
NPA028304,Bysspectin C,247.1703,165.65562,M-H,https://www.npatlas.org/explore/compounds/NPA028304
NPA028305,Penicimutanolone B,478.281,211.3139,M-H,https://www.npatlas.org/explore/compounds/NPA028305
NPA028306,Penicimutanolone A methyl ether,492.2967,215.31145,M-H,https://www.npatlas.org/explore/compounds/NPA028306
NPA028307,Penicimumide,224.202,167.23198,M-H,https://www.npatlas.org/explore/compounds/NPA028307
NPA028308,Penicimutanolone A,478.281,210.71175,M-H,https://www.npatlas.org/explore/compounds/NPA028308
NPA028309,Aspergillusine A,222.1248,153.70735,M-H,https://www.npatlas.org/explore/compounds/NPA028309
NPA028310,2-deoxy-sohirnone C,233.1183,166.44792,M-H,https://www.npatlas.org/explore/compounds/NPA028310
NPA028311,5S-hydroxynorvaline-S-Ile,227.1401,158.97289,M-H,https://www.npatlas.org/explore/compounds/NPA028311
NPA028312,3S-hydroxylcyclo(S-Pro-S-Phe),259.1088,158.94075,M-H,https://www.npatlas.org/explore/compounds/NPA028312
NPA028313,Cyclo(S-Phe-S-Gln),274.1197,167.5314,M-H,https://www.npatlas.org/explore/compounds/NPA028313
NPA028314,Curacomycin,788.3867,283.0191,M-H,https://www.npatlas.org/explore/compounds/NPA028314
NPA028315,Dechlorocuracomycin,754.4257,264.53342,M-H,https://www.npatlas.org/explore/compounds/NPA028315
NPA028316,Alpha-acorenol,221.1911,152.96861,M-H,https://www.npatlas.org/explore/compounds/NPA028316
NPA028317,Koraiol,221.1911,154.9671,M-H,https://www.npatlas.org/explore/compounds/NPA028317
NPA028318,Ishigamide,306.1711,172.63217,M-H,https://www.npatlas.org/explore/compounds/NPA028318
NPA028319,Venemycin,219.0299,148.41057,M-H,https://www.npatlas.org/explore/compounds/NPA028319
NPA028321,Cyclosporin C,1216.829,354.40378,M-H,https://www.npatlas.org/explore/compounds/NPA028321
NPA028322,Ripostatin C,493.2595,211.19405,M-H,https://www.npatlas.org/explore/compounds/NPA028322
NPA028323,Ansamitocin P-3,633.2584,232.3528,M-H,https://www.npatlas.org/explore/compounds/NPA028323
NPA028324,Ochrobactin A,755.4084,259.3712,M-H,https://www.npatlas.org/explore/compounds/NPA028324
NPA028325,Ochrobactin B,757.424,265.115,M-H,https://www.npatlas.org/explore/compounds/NPA028325
NPA028326,Ochrobactin C,783.4397,274.09183,M-H,https://www.npatlas.org/explore/compounds/NPA028326
NPA028327,Lavendiol,223.1339,162.13873,M-H,https://www.npatlas.org/explore/compounds/NPA028327
NPA028328,Guangnanmycin A,473.1574,208.54524,M-H,https://www.npatlas.org/explore/compounds/NPA028328
NPA028329,Weishanmycin A,489.1887,210.89473,M-H,https://www.npatlas.org/explore/compounds/NPA028329
NPA028330,Cylindrocyclophane F,551.4106,232.94997,M-H,https://www.npatlas.org/explore/compounds/NPA028330
NPA028331,Cylindrocyclophane B,625.411,251.556,M-H,https://www.npatlas.org/explore/compounds/NPA028331
NPA028332,Cylindrocyclophane C,567.4055,242.76778,M-H,https://www.npatlas.org/explore/compounds/NPA028332
NPA028333,Cylindrocyclophane D,667.4215,254.35912,M-H,https://www.npatlas.org/explore/compounds/NPA028333
NPA028334,Cylindrocyclophane E,609.416,247.4588,M-H,https://www.npatlas.org/explore/compounds/NPA028334
NPA028335,Gougerotin,442.1692,193.59526,M-H,https://www.npatlas.org/explore/compounds/NPA028335
NPA028336,Citreohybridonol,499.2337,217.55264,M-H,https://www.npatlas.org/explore/compounds/NPA028336
NPA028337,Rhabduscin,331.1299,176.9604,M-H,https://www.npatlas.org/explore/compounds/NPA028337
NPA028338,Odilorhabdin NOSO-95A,1294.7825,348.09503,M-H,https://www.npatlas.org/explore/compounds/NPA028338
NPA028339,Odilorhabdin NOSO-95B,1278.7876,342.35562,M-H,https://www.npatlas.org/explore/compounds/NPA028339
NPA028340,Odilorhabdin NOSO-95C,1262.7927,338.6062,M-H,https://www.npatlas.org/explore/compounds/NPA028340
NPA028341,Odilorhabdin NOSO-95179,1019.5868,295.60068,M-H,https://www.npatlas.org/explore/compounds/NPA028341
NPA028342,Olimycin A,532.2341,229.79149,M-H,https://www.npatlas.org/explore/compounds/NPA028342
NPA028343,Olimycin B,548.229,232.02747,M-H,https://www.npatlas.org/explore/compounds/NPA028343
NPA028344,Aurantinin C,781.4168,268.95798,M-H,https://www.npatlas.org/explore/compounds/NPA028344
NPA028345,Aurantinin D,765.3855,267.49106,M-H,https://www.npatlas.org/explore/compounds/NPA028345
NPA028346,Nevaltophin A,345.2183,186.77773,M-H,https://www.npatlas.org/explore/compounds/NPA028346
NPA028347,Nevaltophin B,331.2027,182.52419,M-H,https://www.npatlas.org/explore/compounds/NPA028347
NPA028348,Nevaltophin C,317.187,180.34227,M-H,https://www.npatlas.org/explore/compounds/NPA028348
NPA028349,Nevaltophin D,384.2292,198.01126,M-H,https://www.npatlas.org/explore/compounds/NPA028349
NPA028350,Nevaltophin E,370.2136,192.66994,M-H,https://www.npatlas.org/explore/compounds/NPA028350
NPA028351,Nevaltophin F,356.1979,190.34431,M-H,https://www.npatlas.org/explore/compounds/NPA028351
NPA028352,Le-pyrrolopyrazine A,177.1033,139.47652,M-H,https://www.npatlas.org/explore/compounds/NPA028352
NPA028353,Le-pyrrolopyrazine B,191.119,142.99318,M-H,https://www.npatlas.org/explore/compounds/NPA028353
NPA028354,Le-pyrrolopyrazine C,191.119,143.97603,M-H,https://www.npatlas.org/explore/compounds/NPA028354
NPA028355,Totopensamide C,1224.5006,333.10135,M-H,https://www.npatlas.org/explore/compounds/NPA028355
NPA028356,Combamide A,507.25,217.29973,M-H,https://www.npatlas.org/explore/compounds/NPA028356
NPA028357,Combamide B,509.2657,217.428,M-H,https://www.npatlas.org/explore/compounds/NPA028357
NPA028358,Combamide C,475.2602,210.64302,M-H,https://www.npatlas.org/explore/compounds/NPA028358
NPA028359,Combamide D,477.2759,219.34334,M-H,https://www.npatlas.org/explore/compounds/NPA028359
NPA028360,Ketomemicin B3,493.2569,208.02176,M-H,https://www.npatlas.org/explore/compounds/NPA028360
NPA028361,Ketomemicin B4,493.2569,207.8071,M-H,https://www.npatlas.org/explore/compounds/NPA028361
NPA028362,Aspercryptin A1,756.524,273.42957,M-H,https://www.npatlas.org/explore/compounds/NPA028362
NPA028363,Aspercryptin A2,740.5291,273.82162,M-H,https://www.npatlas.org/explore/compounds/NPA028363
NPA028364,Rimosamide A,603.3035,230.74416,M-H,https://www.npatlas.org/explore/compounds/NPA028364
NPA028365,Rimosamide B,589.2879,227.81764,M-H,https://www.npatlas.org/explore/compounds/NPA028365
NPA028366,Rimosamide C,545.298,219.69357,M-H,https://www.npatlas.org/explore/compounds/NPA028366
NPA028367,Rimosamide D,531.2824,214.24971,M-H,https://www.npatlas.org/explore/compounds/NPA028367
NPA028368,S56-P1,477.1409,198.68953,M-H,https://www.npatlas.org/explore/compounds/NPA028368
NPA028371,Qinichelin,770.3326,255.36948,M-H,https://www.npatlas.org/explore/compounds/NPA028371
NPA028372,Acetyl-qinichelin,812.3432,262.84256,M-H,https://www.npatlas.org/explore/compounds/NPA028372
NPA028373,Acetyl-qinichelin,812.3432,255.55208,M-H,https://www.npatlas.org/explore/compounds/NPA028373
NPA028374,Dehydroxy-qinichelin,754.3377,258.28592,M-H,https://www.npatlas.org/explore/compounds/NPA028374
NPA028375,Imizoquin A,565.194,223.08127,M-H,https://www.npatlas.org/explore/compounds/NPA028375
NPA028376,Imizoquin B,581.1889,228.81361,M-H,https://www.npatlas.org/explore/compounds/NPA028376
NPA028377,Imizoquin C,583.2045,230.9317,M-H,https://www.npatlas.org/explore/compounds/NPA028377
NPA028378,Imizoquin D,579.1732,224.02759,M-H,https://www.npatlas.org/explore/compounds/NPA028378
NPA028379,Tyrobetaine,586.3002,225.42119,M-H,https://www.npatlas.org/explore/compounds/NPA028379
NPA028380,Chlorotyrobetaine,620.2613,234.03777,M-H,https://www.npatlas.org/explore/compounds/NPA028380
NPA028381,Barnesin A,486.2722,216.71468,M-H,https://www.npatlas.org/explore/compounds/NPA028381
NPA028383,Oxaleimide C,498.2497,223.29384,M-H,https://www.npatlas.org/explore/compounds/NPA028383
NPA028384,Oxaleimide A,468.2755,213.05629,M-H,https://www.npatlas.org/explore/compounds/NPA028384
NPA028385,Oxaleimide B,500.2654,215.71474,M-H,https://www.npatlas.org/explore/compounds/NPA028385
NPA028386,Oxaleimide D,484.2704,216.52896,M-H,https://www.npatlas.org/explore/compounds/NPA028386
NPA028387,Oxaleimide E,484.2704,219.49771,M-H,https://www.npatlas.org/explore/compounds/NPA028387
NPA028388,Oxaleimide F,500.2654,223.27005,M-H,https://www.npatlas.org/explore/compounds/NPA028388
NPA028389,Oxaleimide G,484.2704,216.59077,M-H,https://www.npatlas.org/explore/compounds/NPA028389
NPA028390,Oxaleimide H,484.2704,215.52888,M-H,https://www.npatlas.org/explore/compounds/NPA028390
NPA028391,Oxaleimide I,468.2755,212.46715,M-H,https://www.npatlas.org/explore/compounds/NPA028391
NPA028392,Oxaleimide J,466.2599,213.62325,M-H,https://www.npatlas.org/explore/compounds/NPA028392
NPA028394,Abyssomicin 2,345.1343,178.76524,M-H,https://www.npatlas.org/explore/compounds/NPA028394
NPA028395,Abyssomicin 4,363.1449,188.44394,M-H,https://www.npatlas.org/explore/compounds/NPA028395
NPA028396,Abyssomicin 3,347.15,175.85156,M-H,https://www.npatlas.org/explore/compounds/NPA028396
NPA028397,Abyssomicin 5,363.1449,185.85982,M-H,https://www.npatlas.org/explore/compounds/NPA028397
NPA028398,Iso-A82775C,261.1496,167.71483,M-H,https://www.npatlas.org/explore/compounds/NPA028398
NPA028399,Sulfazecin,395.0878,184.38774,M-H,https://www.npatlas.org/explore/compounds/NPA028399
NPA028400,Isosulfazecin,395.0878,184.09808,M-H,https://www.npatlas.org/explore/compounds/NPA028400
NPA028401,Salinichelin A,657.3325,240.56996,M-H,https://www.npatlas.org/explore/compounds/NPA028401
NPA028402,Salinichelin B,671.3482,244.242,M-H,https://www.npatlas.org/explore/compounds/NPA028402
NPA028403,Salinichelin C,671.3482,244.04759,M-H,https://www.npatlas.org/explore/compounds/NPA028403
NPA028404,Trehangelin A,505.1926,210.71587,M-H,https://www.npatlas.org/explore/compounds/NPA028404
NPA028405,Trehangelin B,505.1926,210.17223,M-H,https://www.npatlas.org/explore/compounds/NPA028405
NPA028406,Trehangelin C,505.1926,207.34491,M-H,https://www.npatlas.org/explore/compounds/NPA028406
NPA028412,Valactamide A,505.4011,230.24068,M-H,https://www.npatlas.org/explore/compounds/NPA028412
NPA028416,Lagriamide,747.4801,263.473,M-H,https://www.npatlas.org/explore/compounds/NPA028416
NPA028419,Xefoampeptide A,508.3756,231.74217,M-H,https://www.npatlas.org/explore/compounds/NPA028419
NPA028420,Xefoampeptide B,494.3599,228.88628,M-H,https://www.npatlas.org/explore/compounds/NPA028420
NPA028421,Xefoampeptide C,480.3443,225.8644,M-H,https://www.npatlas.org/explore/compounds/NPA028421
NPA028422,Xefoampeptide D,466.3286,222.72508,M-H,https://www.npatlas.org/explore/compounds/NPA028422
NPA028423,Xefoampeptide E,522.3912,233.78333,M-H,https://www.npatlas.org/explore/compounds/NPA028423
NPA028424,Xeneprotide A,687.2936,241.66452,M-H,https://www.npatlas.org/explore/compounds/NPA028424
NPA028425,Xeneprotide B,653.3093,238.97784,M-H,https://www.npatlas.org/explore/compounds/NPA028425
NPA028426,Xeneprotide C,625.278,227.96266,M-H,https://www.npatlas.org/explore/compounds/NPA028426
NPA028427,Microvionin,977.5612,307.42773,M-H,https://www.npatlas.org/explore/compounds/NPA028427
NPA028428,Aspterric acid,265.1445,162.34103,M-H,https://www.npatlas.org/explore/compounds/NPA028428
NPA028429,Reedsmycin A,649.3957,253.6152,M-H,https://www.npatlas.org/explore/compounds/NPA028429
NPA028430,Reedsmycin B,649.3957,250.99324,M-H,https://www.npatlas.org/explore/compounds/NPA028430
NPA028431,Reedsmycin C,649.3957,253.13852,M-H,https://www.npatlas.org/explore/compounds/NPA028431
NPA028432,Reedsmycin D,649.3957,252.41399,M-H,https://www.npatlas.org/explore/compounds/NPA028432
NPA028433,Reedsmycin E,649.3957,251.78221,M-H,https://www.npatlas.org/explore/compounds/NPA028433
NPA028434,Reedsmycin F,665.3906,251.86124,M-H,https://www.npatlas.org/explore/compounds/NPA028434
NPA028435,Pactamide A,479.2915,215.12468,M-H,https://www.npatlas.org/explore/compounds/NPA028435
NPA028436,Pactamide B,493.2708,215.57214,M-H,https://www.npatlas.org/explore/compounds/NPA028436
NPA028437,Pactamide C,477.2759,216.75273,M-H,https://www.npatlas.org/explore/compounds/NPA028437
NPA028438,Pactamide D,493.2708,220.09518,M-H,https://www.npatlas.org/explore/compounds/NPA028438
NPA028439,Pactamide E,475.2602,218.96376,M-H,https://www.npatlas.org/explore/compounds/NPA028439
NPA028440,Pactamide F,529.2475,224.76591,M-H,https://www.npatlas.org/explore/compounds/NPA028440
NPA028441,Formicamycin A,551.1478,225.39568,M-H,https://www.npatlas.org/explore/compounds/NPA028441
NPA028442,Formicamycin B,571.0932,225.76399,M-H,https://www.npatlas.org/explore/compounds/NPA028442
NPA028443,Formicamycin C,585.1088,229.2039,M-H,https://www.npatlas.org/explore/compounds/NPA028443
NPA028444,Formicamycin D,605.0542,227.93852,M-H,https://www.npatlas.org/explore/compounds/NPA028444
NPA028445,Formicamycin E,619.0699,232.95871,M-H,https://www.npatlas.org/explore/compounds/NPA028445
NPA028446,Formicamycin F,619.0699,240.30179,M-H,https://www.npatlas.org/explore/compounds/NPA028446
NPA028447,Formicamycin G,619.0699,236.2583,M-H,https://www.npatlas.org/explore/compounds/NPA028447
NPA028448,Formicamycin H,619.0699,236.64183,M-H,https://www.npatlas.org/explore/compounds/NPA028448
NPA028449,Formicamycin I,639.0152,235.70279,M-H,https://www.npatlas.org/explore/compounds/NPA028449
NPA028450,Formicamycin J,653.0309,239.5756,M-H,https://www.npatlas.org/explore/compounds/NPA028450
NPA028451,Formicamycin K,663.0193,236.24696,M-H,https://www.npatlas.org/explore/compounds/NPA028451
NPA028452,Formicamycin L,696.9804,239.56425,M-H,https://www.npatlas.org/explore/compounds/NPA028452
NPA028453,Formicamycin M,595.0973,224.97687,M-H,https://www.npatlas.org/explore/compounds/NPA028453
NPA028454,Demethoxyviridin,321.0768,183.72057,M-H,https://www.npatlas.org/explore/compounds/NPA028454
NPA028455,Demethoxyviridiol,323.0925,185.1183,M-H,https://www.npatlas.org/explore/compounds/NPA028455
NPA028456,Nidulanin A,602.3348,245.30594,M-H,https://www.npatlas.org/explore/compounds/NPA028456
NPA028457,Selvamicin,927.4959,303.77762,M-H,https://www.npatlas.org/explore/compounds/NPA028457
NPA028460,Weishanmycin A1,489.1887,211.15129,M-H,https://www.npatlas.org/explore/compounds/NPA028460
NPA028461,Weishanmycin A2,471.1781,207.80035,M-H,https://www.npatlas.org/explore/compounds/NPA028461
NPA028462,Weishanmycin A3,505.1836,208.69276,M-H,https://www.npatlas.org/explore/compounds/NPA028462
