NPAID,Name,m/z,CCS,Adduct,URL
NPA023509,4-dihydrocyclofarnesine T,291.1567,173.56847,M+Na,https://www.npatlas.org/explore/compounds/NPA023509
NPA023510,4-Dihydrocyclofarnesine S,275.1617,171.3955,M+Na,https://www.npatlas.org/explore/compounds/NPA023510
NPA023511,Trans-cyclofarnesine U,271.1668,171.16954,M+Na,https://www.npatlas.org/explore/compounds/NPA023511
NPA023512,Cyclofarnesine T,289.141,161.87923,M+Na,https://www.npatlas.org/explore/compounds/NPA023512
NPA023513,Madisone,249.0733,151.81168,M+Na,https://www.npatlas.org/explore/compounds/NPA023513
NPA023514,4'-Methoxymadisone,263.089,154.61543,M+Na,https://www.npatlas.org/explore/compounds/NPA023514
NPA023515,Dehydromadisone,233.0784,156.93605,M+Na,https://www.npatlas.org/explore/compounds/NPA023515
NPA023516,2''-Methoxymadisone,263.089,157.66634,M+Na,https://www.npatlas.org/explore/compounds/NPA023516
NPA023517,Dihydroallovisnaginone,231.0628,151.38507,M+Na,https://www.npatlas.org/explore/compounds/NPA023517
NPA023518,Dimadisone,457.1469,210.5248,M+Na,https://www.npatlas.org/explore/compounds/NPA023518
NPA023519,4'-Methoxydimadisone,471.1625,218.73686,M+Na,https://www.npatlas.org/explore/compounds/NPA023519
NPA023520,"(24E)-3,4-seco-cucurbita-4,24-diene-3-hydroxy-26,29-dioic acid",511.3394,221.29105,M+Na,https://www.npatlas.org/explore/compounds/NPA023520
NPA023521,"(+)-1,2-didehydro-9-hydroxy-aristlone",255.1355,168.26321,M+Na,https://www.npatlas.org/explore/compounds/NPA023521
NPA023522,Streptodepsipeptide P11A,1119.6047,309.6298,M+Na,https://www.npatlas.org/explore/compounds/NPA023522
NPA023523,Streptodepsipeptide P11B,1105.5891,307.52475,M+Na,https://www.npatlas.org/explore/compounds/NPA023523
NPA023524,Inonoalliacane G,375.1778,199.14836,M+Na,https://www.npatlas.org/explore/compounds/NPA023524
NPA023525,Inonoalliacane H,377.1934,198.17482,M+Na,https://www.npatlas.org/explore/compounds/NPA023525
NPA023526,Inonoalliacane I,373.1621,199.52312,M+Na,https://www.npatlas.org/explore/compounds/NPA023526
NPA023527,Inonoalliacane A,375.1778,199.0291,M+Na,https://www.npatlas.org/explore/compounds/NPA023527
NPA023528,Inonoalliacane B,347.1465,187.07526,M+Na,https://www.npatlas.org/explore/compounds/NPA023528
NPA023529,Inonoalliacane C,391.1727,199.45644,M+Na,https://www.npatlas.org/explore/compounds/NPA023529
NPA023530,Inonoalliacane D,405.1884,205.56665,M+Na,https://www.npatlas.org/explore/compounds/NPA023530
NPA023531,Inonoalliacane E,387.1778,198.25023,M+Na,https://www.npatlas.org/explore/compounds/NPA023531
NPA023532,Inonoalliacane F,305.1359,176.63657,M+Na,https://www.npatlas.org/explore/compounds/NPA023532
NPA023533,Minutellin A,489.1884,218.67986,M+Na,https://www.npatlas.org/explore/compounds/NPA023533
NPA023534,Minutellin B,461.1571,211.113,M+Na,https://www.npatlas.org/explore/compounds/NPA023534
NPA023535,Minutellin C,471.1778,227.375,M+Na,https://www.npatlas.org/explore/compounds/NPA023535
NPA023536,Minutellin D,499.2091,233.06653,M+Na,https://www.npatlas.org/explore/compounds/NPA023536
NPA023537,Orsellinylmontagnetol A,445.1105,196.04875,M+Na,https://www.npatlas.org/explore/compounds/NPA023537
NPA023538,Orsellinylmontagnetol B,445.1105,196.90773,M+Na,https://www.npatlas.org/explore/compounds/NPA023538
NPA023539,Orsellinylmontagnetol C,445.1105,195.9243,M+Na,https://www.npatlas.org/explore/compounds/NPA023539
NPA023540,Orsellinylmontagnetol D,595.1422,227.15237,M+Na,https://www.npatlas.org/explore/compounds/NPA023540
NPA023541,Hydrofurylmontagnetol,277.0682,162.54066,M+Na,https://www.npatlas.org/explore/compounds/NPA023541
NPA023542,Aspersclerotiorone A,287.089,170.46439,M+Na,https://www.npatlas.org/explore/compounds/NPA023542
NPA023543,Aspersclerotiorone B,287.089,171.47513,M+Na,https://www.npatlas.org/explore/compounds/NPA023543
NPA023544,Aspersclerotiorone C,305.0995,168.64622,M+Na,https://www.npatlas.org/explore/compounds/NPA023544
NPA023545,Aspersclerotiorone D,305.0995,181.55376,M+Na,https://www.npatlas.org/explore/compounds/NPA023545
NPA023546,Aspersclerotiorone E,287.089,182.14159,M+Na,https://www.npatlas.org/explore/compounds/NPA023546
NPA023547,Aspersclerotiorone F,329.0995,170.96617,M+Na,https://www.npatlas.org/explore/compounds/NPA023547
NPA023548,Aspersclerotiorone G,193.0471,141.92177,M+Na,https://www.npatlas.org/explore/compounds/NPA023548
NPA023549,Fendlerinine E,596.3194,243.18852,M+Na,https://www.npatlas.org/explore/compounds/NPA023549
NPA023550,Fendlerinine F,612.2779,230.69952,M+Na,https://www.npatlas.org/explore/compounds/NPA023550
NPA023551,Fendleryl A,375.0839,193.42522,M+Na,https://www.npatlas.org/explore/compounds/NPA023551
NPA023552,Fendleryl B,361.0682,184.1988,M+Na,https://www.npatlas.org/explore/compounds/NPA023552
NPA023553,Fendleryl C,391.0788,199.53981,M+Na,https://www.npatlas.org/explore/compounds/NPA023553
NPA023554,Fendleryl D,419.1465,208.42903,M+Na,https://www.npatlas.org/explore/compounds/NPA023554
NPA023555,Fendlerinine A,499.2302,211.0013,M+Na,https://www.npatlas.org/explore/compounds/NPA023555
NPA023557,Fendlerinine B,540.2568,222.0973,M+Na,https://www.npatlas.org/explore/compounds/NPA023557
NPA023558,Fendlerinine C,612.2779,236.87337,M+Na,https://www.npatlas.org/explore/compounds/NPA023558
NPA023559,Fendlerinine D,626.2935,239.25299,M+Na,https://www.npatlas.org/explore/compounds/NPA023559
NPA023560,Nemanilactone C,329.0995,183.55353,M+Na,https://www.npatlas.org/explore/compounds/NPA023560
NPA023561,Epoxynemanione A,249.0733,165.45514,M+Na,https://www.npatlas.org/explore/compounds/NPA023561
NPA023562,Nemanifuranone A,177.0522,149.0977,M+Na,https://www.npatlas.org/explore/compounds/NPA023562
NPA023563,Nemanifuranone B,179.0678,149.93275,M+Na,https://www.npatlas.org/explore/compounds/NPA023563
NPA023564,Nemanifuranone C,195.0628,146.31944,M+Na,https://www.npatlas.org/explore/compounds/NPA023564
NPA023565,Nemanifuranone D,191.0678,151.5294,M+Na,https://www.npatlas.org/explore/compounds/NPA023565
NPA023566,Nemanifuranone E,331.1152,183.0237,M+Na,https://www.npatlas.org/explore/compounds/NPA023566
NPA023567,Nemanifuranone F,331.1152,183.18146,M+Na,https://www.npatlas.org/explore/compounds/NPA023567
NPA023568,Nemanilactone A,177.0522,146.62923,M+Na,https://www.npatlas.org/explore/compounds/NPA023568
NPA023569,Nemanilactone B,329.0995,184.23132,M+Na,https://www.npatlas.org/explore/compounds/NPA023569
NPA023570,Pestalic acid A,431.1676,201.92331,M+Na,https://www.npatlas.org/explore/compounds/NPA023570
NPA023571,Pestalic acid B,345.1672,184.34288,M+Na,https://www.npatlas.org/explore/compounds/NPA023571
NPA023572,Pestalic acid C,361.1621,185.86125,M+Na,https://www.npatlas.org/explore/compounds/NPA023572
NPA023573,Pestalic acid D,345.1672,185.16109,M+Na,https://www.npatlas.org/explore/compounds/NPA023573
NPA023574,Pestalic acid E,371.1465,193.77794,M+Na,https://www.npatlas.org/explore/compounds/NPA023574
NPA023575,2-(2-methyl-3-en-2-yl)-1H-indole-3-carbaldehyde,236.1046,158.30627,M+Na,https://www.npatlas.org/explore/compounds/NPA023575
NPA023576,"6,8-dihydroxy-3-(2S-hydroxypropyl)-7-methyl-1H-isochromen-1-one",273.0733,165.02177,M+Na,https://www.npatlas.org/explore/compounds/NPA023576
NPA023577,"2-(2,2-dimethylcyclopropyl)-1H-indole-3-carbaldehyde",236.1046,163.1289,M+Na,https://www.npatlas.org/explore/compounds/NPA023577
NPA023578,Acetylquestinol,365.0632,184.54514,M+Na,https://www.npatlas.org/explore/compounds/NPA023578
NPA023579,"2-[(2,2-dimethylbut-3-enoyl)amino]benzoic acid",256.0944,159.41896,M+Na,https://www.npatlas.org/explore/compounds/NPA023579
NPA023580,Heterocornol F,315.1567,179.09587,M+Na,https://www.npatlas.org/explore/compounds/NPA023580
NPA023581,Heterocornol G,297.1461,176.8865,M+Na,https://www.npatlas.org/explore/compounds/NPA023581
NPA023582,Heterocornol H,299.1617,176.14932,M+Na,https://www.npatlas.org/explore/compounds/NPA023582
NPA023583,Heterocornol I,315.1567,177.5963,M+Na,https://www.npatlas.org/explore/compounds/NPA023583
NPA023584,Heterocornol J,315.1567,178.12047,M+Na,https://www.npatlas.org/explore/compounds/NPA023584
NPA023585,Heterocornol K,315.1567,177.69145,M+Na,https://www.npatlas.org/explore/compounds/NPA023585
NPA023586,Heterocornol L,371.1465,194.29813,M+Na,https://www.npatlas.org/explore/compounds/NPA023586
NPA023587,Heterocornol A,247.0941,159.7278,M+Na,https://www.npatlas.org/explore/compounds/NPA023587
NPA023588,Heterocornol B,273.1097,172.64955,M+Na,https://www.npatlas.org/explore/compounds/NPA023588
NPA023589,Heterocornol C,229.0835,157.19276,M+Na,https://www.npatlas.org/explore/compounds/NPA023589
NPA023590,Heterocornol D,243.0628,159.33496,M+Na,https://www.npatlas.org/explore/compounds/NPA023590
NPA023591,Heterocornol E,229.0835,161.83324,M+Na,https://www.npatlas.org/explore/compounds/NPA023591
NPA023592,Childinasterone A,447.2869,216.43353,M+Na,https://www.npatlas.org/explore/compounds/NPA023592
NPA023593,Childinin A,359.089,191.39091,M+Na,https://www.npatlas.org/explore/compounds/NPA023593
NPA023594,Childinin B,351.0839,188.77333,M+Na,https://www.npatlas.org/explore/compounds/NPA023594
NPA023595,(±)-childinin C,422.1938,206.92064,M+Na,https://www.npatlas.org/explore/compounds/NPA023595
NPA023596,Childinin D,383.1101,192.06361,M+Na,https://www.npatlas.org/explore/compounds/NPA023596
NPA023597,Childinin E,311.089,176.33206,M+Na,https://www.npatlas.org/explore/compounds/NPA023597
NPA023598,Childinin F,233.1148,161.49321,M+Na,https://www.npatlas.org/explore/compounds/NPA023598
NPA023599,Childinin G,233.1148,158.72133,M+Na,https://www.npatlas.org/explore/compounds/NPA023599
NPA023600,"Methyl 3-(4,5,6,8,8a,9-hexahydro-4-((E)-3-methylpent-1-enyl)-4H-furo[3,2-g]isochromen-6-yl)propanoate",369.2036,201.24483,M+Na,https://www.npatlas.org/explore/compounds/NPA023600
NPA023601,(4E)-methyl 13-((16-(furan-3-yl) ethyl)-octahydro-7- hydroxy-4-((E)-23-methylbut-21-enyl)-2H-chromen-6-yl)-4- methylpent-4-enoate,467.2768,218.71721,M+Na,https://www.npatlas.org/explore/compounds/NPA023601
NPA023602,"Methyl 11-(4-((E)-15-(17-(furan-2-yl) ethyl)-28-hydroxy-24- methylhept-22-en-14-yl)-5,6,7,8,9,10,-octahydronaphthalen-7-yl) propanoate",465.2975,210.32533,M+Na,https://www.npatlas.org/explore/compounds/NPA023602
NPA023603,"5,6,7,8,9,12-Hexahydro-11-isopentyl-10-methoxynaphtho [2,1-b]furan",297.1825,175.32838,M+Na,https://www.npatlas.org/explore/compounds/NPA023603
NPA023604,Necthreonin A,1116.7003,344.73495,M+Na,https://www.npatlas.org/explore/compounds/NPA023604
NPA023605,Necthreonin B,1102.6846,341.4334,M+Na,https://www.npatlas.org/explore/compounds/NPA023605
NPA023606,Necthreonin C,1102.6846,327.14447,M+Na,https://www.npatlas.org/explore/compounds/NPA023606
NPA023607,Necthreonin D,1102.6846,345.48672,M+Na,https://www.npatlas.org/explore/compounds/NPA023607
NPA023608,Piptolinic acid D,489.2975,221.83972,M+Na,https://www.npatlas.org/explore/compounds/NPA023608
NPA023609,Piptolinic acid A,679.418,252.95961,M+Na,https://www.npatlas.org/explore/compounds/NPA023609
NPA023610,Piptolinic acid B,507.3445,223.8343,M+Na,https://www.npatlas.org/explore/compounds/NPA023610
NPA023611,Piptolinic acid C,521.3601,224.3115,M+Na,https://www.npatlas.org/explore/compounds/NPA023611
NPA023612,Piptolinic acid E,507.3081,228.86768,M+Na,https://www.npatlas.org/explore/compounds/NPA023612
NPA023613,Spiroganocalitone A,521.2873,244.3144,M+Na,https://www.npatlas.org/explore/compounds/NPA023613
NPA023614,Spiroganocalitone B,537.2823,250.73431,M+Na,https://www.npatlas.org/explore/compounds/NPA023614
NPA023615,Spiroganocalitone C,563.2979,251.2148,M+Na,https://www.npatlas.org/explore/compounds/NPA023615
NPA023616,Spiroganocalitone D,579.2928,247.65244,M+Na,https://www.npatlas.org/explore/compounds/NPA023616
NPA023617,Ganodecalone A,477.3339,224.77092,M+Na,https://www.npatlas.org/explore/compounds/NPA023617
NPA023618,Ganodecalone B,461.3026,225.7842,M+Na,https://www.npatlas.org/explore/compounds/NPA023618
NPA023619,Lepistatin A,303.0758,168.68878,M+Na,https://www.npatlas.org/explore/compounds/NPA023619
NPA023620,Lepistatin B,319.0707,169.40721,M+Na,https://www.npatlas.org/explore/compounds/NPA023620
NPA023621,Lepistatin C,321.0864,173.17805,M+Na,https://www.npatlas.org/explore/compounds/NPA023621
NPA023622,Simplicildone I,551.1676,230.54764,M+Na,https://www.npatlas.org/explore/compounds/NPA023622
NPA023623,Simplicildone B,367.1152,195.32866,M+Na,https://www.npatlas.org/explore/compounds/NPA023623
NPA023624,Simplicildone G,449.1571,206.43297,M+Na,https://www.npatlas.org/explore/compounds/NPA023624
NPA023625,Simplicildone C,379.1152,200.9443,M+Na,https://www.npatlas.org/explore/compounds/NPA023625
NPA023626,Simplicildone D,459.1414,211.74072,M+Na,https://www.npatlas.org/explore/compounds/NPA023626
NPA023627,Simplicildone E,459.1414,216.6884,M+Na,https://www.npatlas.org/explore/compounds/NPA023627
NPA023628,Simplicildone F,473.1207,214.41605,M+Na,https://www.npatlas.org/explore/compounds/NPA023628
NPA023629,Simplicildone H,637.168,249.12306,M+Na,https://www.npatlas.org/explore/compounds/NPA023629
NPA023630,"21,22-en-9-hydroxybafilomycin D",643.3816,263.4066,M+Na,https://www.npatlas.org/explore/compounds/NPA023630
NPA023631,Streptopertusacin A,456.1684,208.1487,M+Na,https://www.npatlas.org/explore/compounds/NPA023631
NPA023632,"21,22-en-bafilomycin D",627.3867,257.50766,M+Na,https://www.npatlas.org/explore/compounds/NPA023632
NPA023633,Aspereusin B,275.1254,165.08417,M+Na,https://www.npatlas.org/explore/compounds/NPA023633
NPA023634,Epiaspereusin A,253.1046,164.40866,M+Na,https://www.npatlas.org/explore/compounds/NPA023634
NPA023635,Aspereusin A,253.1046,164.68002,M+Na,https://www.npatlas.org/explore/compounds/NPA023635
NPA023636,Not named,275.1617,166.20027,M+Na,https://www.npatlas.org/explore/compounds/NPA023636
NPA023637,Asterreusin A,359.2193,189.77473,M+Na,https://www.npatlas.org/explore/compounds/NPA023637
NPA023638,Aspereusin D,315.1567,173.56844,M+Na,https://www.npatlas.org/explore/compounds/NPA023638
NPA023639,Aspereusin C,301.141,169.20653,M+Na,https://www.npatlas.org/explore/compounds/NPA023639
NPA023640,Aspereusin E,291.1567,178.45569,M+Na,https://www.npatlas.org/explore/compounds/NPA023640
NPA023641,Amestolkolide B,465.152,212.69746,M+Na,https://www.npatlas.org/explore/compounds/NPA023641
NPA023642,Amestolkolide C,509.1782,230.54192,M+Na,https://www.npatlas.org/explore/compounds/NPA023642
NPA023643,Amestolkolide D,551.2251,236.9735,M+Na,https://www.npatlas.org/explore/compounds/NPA023643
NPA023644,Amestolkolide A,435.1414,210.15398,M+Na,https://www.npatlas.org/explore/compounds/NPA023644
NPA023645,Donacinolide A,269.1148,171.52446,M+Na,https://www.npatlas.org/explore/compounds/NPA023645
NPA023646,Donacinolide B,269.1148,170.33792,M+Na,https://www.npatlas.org/explore/compounds/NPA023646
NPA023647,Donacinoic acid A,287.1254,173.3841,M+Na,https://www.npatlas.org/explore/compounds/NPA023647
NPA023648,Donacinoic acid B,289.141,174.22758,M+Na,https://www.npatlas.org/explore/compounds/NPA023648
NPA023649,Donacinol A,259.1668,162.27255,M+Na,https://www.npatlas.org/explore/compounds/NPA023649
NPA023650,Donacinol B,261.1825,163.33434,M+Na,https://www.npatlas.org/explore/compounds/NPA023650
NPA023651,Donacinol C,259.1668,161.80309,M+Na,https://www.npatlas.org/explore/compounds/NPA023651
NPA023652,(Z)-4-Hydroxy-3-(3-hydroxy-3-methylbut-1-en-1-yl)- benzoic acid,245.0784,158.27759,M+Na,https://www.npatlas.org/explore/compounds/NPA023652
NPA023653,Dihydrospiciferone A,257.1148,165.05467,M+Na,https://www.npatlas.org/explore/compounds/NPA023653
NPA023654,Colomitide C,235.1304,157.84834,M+Na,https://www.npatlas.org/explore/compounds/NPA023654
NPA023655,Colomitide D,249.1461,169.59415,M+Na,https://www.npatlas.org/explore/compounds/NPA023655
NPA023656,Cadopherone A,247.1304,170.10994,M+Na,https://www.npatlas.org/explore/compounds/NPA023656
NPA023657,Cadopherone B,263.1254,170.31679,M+Na,https://www.npatlas.org/explore/compounds/NPA023657
NPA023658,Cadopherone C,265.141,169.91875,M+Na,https://www.npatlas.org/explore/compounds/NPA023658
NPA023659,Cadopherone D,247.1304,171.18552,M+Na,https://www.npatlas.org/explore/compounds/NPA023659
NPA023660,Similin C,247.1668,163.70457,M+Na,https://www.npatlas.org/explore/compounds/NPA023660
NPA023661,Spicifernin B,265.141,170.16194,M+Na,https://www.npatlas.org/explore/compounds/NPA023661
NPA023662,Drechmerin G,474.2251,222.43599,M+Na,https://www.npatlas.org/explore/compounds/NPA023662
NPA023663,Drechmerin F,578.3088,236.12436,M+Na,https://www.npatlas.org/explore/compounds/NPA023663
NPA023664,Drechmerin E,576.2932,235.60289,M+Na,https://www.npatlas.org/explore/compounds/NPA023664
NPA023665,Drechmerin D,576.2932,236.45586,M+Na,https://www.npatlas.org/explore/compounds/NPA023665
NPA023666,Drechmerin C,558.319,232.92549,M+Na,https://www.npatlas.org/explore/compounds/NPA023666
NPA023667,Drechmerin B,490.2564,224.49559,M+Na,https://www.npatlas.org/explore/compounds/NPA023667
NPA023668,Palmaerone A,308.9733,154.55588,M+Na,https://www.npatlas.org/explore/compounds/NPA023668
NPA023669,Palmaerone B,308.9733,158.50488,M+Na,https://www.npatlas.org/explore/compounds/NPA023669
NPA023670,Palmaerone C,322.9889,160.46469,M+Na,https://www.npatlas.org/explore/compounds/NPA023670
NPA023671,Palmaerone D,294.9576,154.98631,M+Na,https://www.npatlas.org/explore/compounds/NPA023671
NPA023672,Palmaerone E,324.9682,157.49768,M+Na,https://www.npatlas.org/explore/compounds/NPA023672
NPA023673,Palmaerone F,265.0238,154.13882,M+Na,https://www.npatlas.org/explore/compounds/NPA023673
NPA023674,Palmaerone G,265.0238,161.65857,M+Na,https://www.npatlas.org/explore/compounds/NPA023674
NPA023675,Resinacein A,493.3288,222.03728,M+Na,https://www.npatlas.org/explore/compounds/NPA023675
NPA023676,Resinacein B,479.3495,220.97136,M+Na,https://www.npatlas.org/explore/compounds/NPA023676
NPA023677,Resinacein C,525.3186,232.20207,M+Na,https://www.npatlas.org/explore/compounds/NPA023677
NPA023678,Resinacein D,509.3237,224.1895,M+Na,https://www.npatlas.org/explore/compounds/NPA023678
NPA023679,Resinacein E,539.2979,230.76765,M+Na,https://www.npatlas.org/explore/compounds/NPA023679
NPA023680,Resinacein F,549.2823,235.68059,M+Na,https://www.npatlas.org/explore/compounds/NPA023680
NPA023681,Resinacein G,551.2615,233.4419,M+Na,https://www.npatlas.org/explore/compounds/NPA023681
NPA023682,Resinacein H,553.2772,229.98189,M+Na,https://www.npatlas.org/explore/compounds/NPA023682
NPA023683,Resinacein I,553.3136,237.90202,M+Na,https://www.npatlas.org/explore/compounds/NPA023683
NPA023684,Resinacein J,555.2928,229.07216,M+Na,https://www.npatlas.org/explore/compounds/NPA023684
NPA023685,Resinacein K,535.2666,223.26683,M+Na,https://www.npatlas.org/explore/compounds/NPA023685
NPA023686,Resinacein L,551.2615,225.62126,M+Na,https://www.npatlas.org/explore/compounds/NPA023686
NPA023687,Resinacein M,553.2772,227.75902,M+Na,https://www.npatlas.org/explore/compounds/NPA023687
NPA023688,Resinacein N,555.2928,227.26677,M+Na,https://www.npatlas.org/explore/compounds/NPA023688
NPA023689,Resinacein O,569.3085,230.64586,M+Na,https://www.npatlas.org/explore/compounds/NPA023689
NPA023690,Resinacein P,567.2928,238.01619,M+Na,https://www.npatlas.org/explore/compounds/NPA023690
NPA023691,Resinacein Q,567.2928,229.30475,M+Na,https://www.npatlas.org/explore/compounds/NPA023691
NPA023692,Resinacein R,555.3292,233.63649,M+Na,https://www.npatlas.org/explore/compounds/NPA023692
NPA023693,Resinacein S,539.2979,226.77483,M+Na,https://www.npatlas.org/explore/compounds/NPA023693
NPA023694,Ilicicolinal I,413.2298,193.16579,M+Na,https://www.npatlas.org/explore/compounds/NPA023694
NPA023695,Ilicicolinic acid G,431.2404,198.11574,M+Na,https://www.npatlas.org/explore/compounds/NPA023695
NPA023696,Ilicicolinol,421.2116,195.05693,M+Na,https://www.npatlas.org/explore/compounds/NPA023696
NPA023697,Ilicicolinal B,429.1803,201.42284,M+Na,https://www.npatlas.org/explore/compounds/NPA023697
NPA023698,Ilicicolinal C,429.1803,203.20497,M+Na,https://www.npatlas.org/explore/compounds/NPA023698
NPA023699,Ilicicolinal D,429.1803,201.34262,M+Na,https://www.npatlas.org/explore/compounds/NPA023699
NPA023700,Ilicicolinal E,429.1803,202.46675,M+Na,https://www.npatlas.org/explore/compounds/NPA023700
NPA023701,Ilicicolinal F,429.1803,195.83556,M+Na,https://www.npatlas.org/explore/compounds/NPA023701
NPA023702,Ilicicolinal G,395.2193,196.40251,M+Na,https://www.npatlas.org/explore/compounds/NPA023702
NPA023703,Ilicicolinal H,429.1803,202.29985,M+Na,https://www.npatlas.org/explore/compounds/NPA023703
NPA023704,Ilicicolinic acid E,465.2014,201.51144,M+Na,https://www.npatlas.org/explore/compounds/NPA023704
NPA023705,2-methoxy pinselin,337.0682,179.68633,M+Na,https://www.npatlas.org/explore/compounds/NPA023705
NPA023706,Xanthoquinodin B6,597.1367,231.1774,M+Na,https://www.npatlas.org/explore/compounds/NPA023706
NPA023707,Xanthoquinodin B7,597.1367,232.19719,M+Na,https://www.npatlas.org/explore/compounds/NPA023707
NPA023708,Xanthoquinodin B8,613.1316,231.56436,M+Na,https://www.npatlas.org/explore/compounds/NPA023708
NPA023709,Xanthoquinodin A10,613.1316,233.47125,M+Na,https://www.npatlas.org/explore/compounds/NPA023709
NPA023710,Spiroxanthoquinodin A,645.1578,247.34734,M+Na,https://www.npatlas.org/explore/compounds/NPA023710
NPA023711,Spiroxanthoquinodin B,645.1578,238.41086,M+Na,https://www.npatlas.org/explore/compounds/NPA023711
NPA023712,Cytosporanthraxanthone,595.1211,236.85826,M+Na,https://www.npatlas.org/explore/compounds/NPA023712
NPA023713,Xanthoquinodin A7,597.1367,230.92783,M+Na,https://www.npatlas.org/explore/compounds/NPA023713
NPA023714,Xanthoquinodin A8,629.1629,239.07161,M+Na,https://www.npatlas.org/explore/compounds/NPA023714
NPA023715,Xanthoquinodin A9,597.1367,235.70248,M+Na,https://www.npatlas.org/explore/compounds/NPA023715
NPA023716,Palustrisoic acid H,667.418,245.34595,M+Na,https://www.npatlas.org/explore/compounds/NPA023716
NPA023717,Palustrisolide A,665.4024,256.49353,M+Na,https://www.npatlas.org/explore/compounds/NPA023717
NPA023718,Palustrisolide B,651.3867,254.16318,M+Na,https://www.npatlas.org/explore/compounds/NPA023718
NPA023719,Palustrisolide C,681.3973,260.36673,M+Na,https://www.npatlas.org/explore/compounds/NPA023719
NPA023720,Palustrisolide D,593.3449,244.55907,M+Na,https://www.npatlas.org/explore/compounds/NPA023720
NPA023721,Palustrisolide E,651.3867,255.11949,M+Na,https://www.npatlas.org/explore/compounds/NPA023721
NPA023722,Palustrisoic acid A,669.3973,248.90248,M+Na,https://www.npatlas.org/explore/compounds/NPA023722
NPA023723,Palustrisolide F,667.3816,257.18802,M+Na,https://www.npatlas.org/explore/compounds/NPA023723
NPA023724,Palustrisolide G,661.3711,256.15292,M+Na,https://www.npatlas.org/explore/compounds/NPA023724
NPA023725,Palustrisoic acid B,653.4024,248.73349,M+Na,https://www.npatlas.org/explore/compounds/NPA023725
NPA023726,Palustrisoic acid C,653.4024,250.04918,M+Na,https://www.npatlas.org/explore/compounds/NPA023726
NPA023727,Palustrisoic acid D,653.4024,240.58594,M+Na,https://www.npatlas.org/explore/compounds/NPA023727
NPA023728,Palustrisoic acid E,653.4024,243.10231,M+Na,https://www.npatlas.org/explore/compounds/NPA023728
NPA023729,Palustrisoic acid F,665.4024,253.66821,M+Na,https://www.npatlas.org/explore/compounds/NPA023729
NPA023730,Palustrisoic acid G,509.3601,233.70366,M+Na,https://www.npatlas.org/explore/compounds/NPA023730
NPA023731,11-hydroxy-9-harzien-3-one,325.2138,183.45036,M+Na,https://www.npatlas.org/explore/compounds/NPA023731
NPA023732,Trichaspin,317.1723,179.07416,M+Na,https://www.npatlas.org/explore/compounds/NPA023732
NPA023733,Trichaspside A,448.2669,212.27129,M+Na,https://www.npatlas.org/explore/compounds/NPA023733
NPA023734,Trichaspside B,450.2462,209.98257,M+Na,https://www.npatlas.org/explore/compounds/NPA023734
NPA023735,"9-cycloneren-3,7,11-triol",279.193,170.60576,M+Na,https://www.npatlas.org/explore/compounds/NPA023735
NPA023736,"11-cycloneren-3,7,10-triol",279.193,167.03874,M+Na,https://www.npatlas.org/explore/compounds/NPA023736
NPA023737,"7,10-epoxycycloneran-3,11,12-triol",295.188,171.197,M+Na,https://www.npatlas.org/explore/compounds/NPA023737
NPA023738,Peniciphenalenin E,323.089,187.4237,M+Na,https://www.npatlas.org/explore/compounds/NPA023738
NPA023739,Peniciphenalenin A,349.1046,187.51994,M+Na,https://www.npatlas.org/explore/compounds/NPA023739
NPA023740,Peniciphenalenin B,427.0999,201.04561,M+Na,https://www.npatlas.org/explore/compounds/NPA023740
NPA023741,Peniciphenalenin C,441.1156,204.33131,M+Na,https://www.npatlas.org/explore/compounds/NPA023741
NPA023742,Peniciphenalenin D,339.0839,190.15706,M+Na,https://www.npatlas.org/explore/compounds/NPA023742
NPA023743,Peniciphenalenin F,323.089,187.60962,M+Na,https://www.npatlas.org/explore/compounds/NPA023743
NPA023744,Pardinol A,820.497,270.44485,M+Na,https://www.npatlas.org/explore/compounds/NPA023744
NPA023745,Pardinol B,820.497,270.4188,M+Na,https://www.npatlas.org/explore/compounds/NPA023745
NPA023746,Pardinol C,836.4919,274.08932,M+Na,https://www.npatlas.org/explore/compounds/NPA023746
NPA023747,Pardinol D,836.4919,274.50327,M+Na,https://www.npatlas.org/explore/compounds/NPA023747
NPA023748,Pardinol E,878.5025,280.669,M+Na,https://www.npatlas.org/explore/compounds/NPA023748
NPA023749,Pardinol F,878.5025,280.4578,M+Na,https://www.npatlas.org/explore/compounds/NPA023749
NPA023750,Pardinol G,850.4712,280.36356,M+Na,https://www.npatlas.org/explore/compounds/NPA023750
NPA023751,Pardinol H,892.4817,271.7029,M+Na,https://www.npatlas.org/explore/compounds/NPA023751
NPA023752,"(4R,5R,7S)-eremophil-9-ene-4,11-diol",261.1825,165.30788,M+Na,https://www.npatlas.org/explore/compounds/NPA023752
NPA023753,"(1S,3S,4R,5S,7S)-eremophil-9-ene-1,3,11-triol",277.1774,171.99684,M+Na,https://www.npatlas.org/explore/compounds/NPA023753
NPA023754,"(4S,5S,7R,8R)-eremophil-9-ene-8,11-diol",261.1825,167.67851,M+Na,https://www.npatlas.org/explore/compounds/NPA023754
NPA023755,"(2S,4S,5S,7S)-2,11-dihydroxyeremophil-9-en-8-one",275.1617,169.62227,M+Na,https://www.npatlas.org/explore/compounds/NPA023755
