NPAID,Name,m/z,CCS,Adduct
NPA027975,Lepiotaprocerin L,520.2835,260.3137,M-2H
NPA027976,Lepiotaprocerin A,522.2992,256.063,M-2H
NPA027977,Lepiotaprocerin B,536.3148,257.26364,M-2H
NPA027978,Lepiotaprocerin C,476.2573,264.31906,M-2H
NPA027979,Lepiotaprocerin D,478.273,249.95657,M-2H
NPA027980,Lepiotaprocerin E,520.2835,257.44452,M-2H
NPA027981,Lepiotaprocerin F,520.2835,257.69366,M-2H
NPA027982,Lepiotaprocerin G,476.2573,260.2864,M-2H
NPA027983,Lepiotaprocerin H,494.3043,252.94528,M-2H
NPA027984,Rhabdopeptide I,596.4061,275.95865,M-2H
NPA027985,Rhabdopeptide J,709.4901,285.6321,M-2H
NPA027986,Rhabdopeptide K,543.3795,261.3422,M-2H
NPA027987,Rhabdopeptide L,656.4636,284.37247,M-2H
NPA027988,Rhabdopeptide M,656.4636,283.79358,M-2H
NPA027989,Rhabdopeptide N,656.4636,284.3927,M-2H
NPA027990,Rhabdopeptide O,769.5476,302.87805,M-2H
NPA027991,Plantaricin GZ1-27,973.4628,321.41144,M-2H
NPA027992,(+)-nigrosporione A,182.059,177.30156,M-2H
NPA027993,(−)-nigrosporione A,182.059,178.7675,M-2H
NPA027994,Nigrosporione B,184.0746,174.21309,M-2H
NPA027995,Nigrosporione C,184.0746,173.5518,M-2H
NPA027996,(+)-nigrosporione D,166.064,171.85663,M-2H
NPA027997,(-)-nigrosporione D,166.064,171.44795,M-2H
NPA027998,Not named,248.1059,194.08762,M-2H
NPA027999,Hispidulactone A,262.1216,202.11977,M-2H
NPA028000,Hispidulactone B,264.1008,190.89633,M-2H
NPA028001,Hispidulactone C,278.1165,205.04253,M-2H
NPA028002,Hispidulactone D,302.1165,200.54265,M-2H
NPA028003,Hispidulactone E,290.0801,200.42606,M-2H
NPA028004,Diploquinone B,234.0175,189.81644,M-2H
NPA028005,Diploquinone A,232.0382,184.06247,M-2H
NPA028006,Phomopoxide A,342.2053,230.52058,M-2H
NPA028007,Phomopoxide B,342.2053,229.23608,M-2H
NPA028008,Phomopoxide C,324.1947,219.86098,M-2H
NPA028009,Phomopoxide D,324.1947,227.81029,M-2H
NPA028010,Phomopoxide E,324.1947,226.13191,M-2H
NPA028011,Phomopoxide F,306.1842,216.85255,M-2H
NPA028012,Phomopoxide G,322.1791,219.9193,M-2H
NPA028013,Janthitrem A,599.3257,277.44086,M-2H
NPA028014,Janthitrem D,583.3308,273.27396,M-2H
NPA028015,Graphostrin A,267.0309,193.73491,M-2H
NPA028016,Graphostrin B,238.0852,193.41154,M-2H
NPA028017,Graphostrin C,218.059,186.10434,M-2H
NPA028018,Graphostrin D,236.0695,183.47731,M-2H
NPA028019,Graphostrin E,278.0801,189.41252,M-2H
NPA028020,Graphostrin F,220.0746,181.11812,M-2H
NPA028021,Graphostrin G,220.0746,186.71594,M-2H
NPA028022,Graphostrin H,194.059,177.18199,M-2H
NPA028023,Graphostrin I,290.1529,209.7462,M-2H
NPA028024,Germicidin K,196.0746,174.47917,M-2H
NPA028025,Germicidin L,196.0746,180.32594,M-2H
NPA028026,Germicidin M,196.0746,180.4022,M-2H
NPA028027,Germicidin N,210.0903,187.77031,M-2H
NPA028028,5-hydroxymethyl-2-isopropoxyphenol,180.0797,177.87329,M-2H
NPA028029,7-hydroxycordylactam,263.0804,192.7913,M-2H
NPA028030,Mirilactam C,469.2475,253.52614,M-2H
NPA028031,Mirilactam D,469.2475,257.30917,M-2H
NPA028032,Mirilactam E,469.2475,256.2258,M-2H
NPA028033,Terreinlactone A1,154.064,173.60759,M-2H
NPA028034,Terreinlactone A2,154.064,174.16866,M-2H
NPA028035,"(E)-4-(propen-1-yl)-5,6-dihydro-2H-pyran-2-one",136.0535,162.72462,M-2H
NPA028036,Sydowianumol B,276.1372,204.17047,M-2H
NPA028037,1-methoxy-hydropreaustinoid A1,490.2577,249.3033,M-2H
NPA028038,Hydroberkeleyone B,474.2264,241.60873,M-2H
NPA028039,22-deoxy-10-oxominiolutelide B,486.19,244.20645,M-2H
NPA028040,Sancti A,354.1114,221.86029,M-2H
NPA028041,Sancti B,354.1114,222.07692,M-2H
NPA028042,Sancti C,600.2006,271.04132,M-2H
NPA028043,"5-methoxy-1,3-dihydroisobenzofuran-4,7-diol",180.0433,172.7135,M-2H
NPA028044,"1,3-dihydroisobenzofuran-4,5,7-triol",166.0277,168.9468,M-2H
NPA028045,3-hydroxysperadine A,380.1383,228.83614,M-2H
NPA028046,Sarcopodinol A,294.1478,204.68463,M-2H
NPA028047,Sarcopodinol B,278.1529,206.41472,M-2H
NPA028048,6-nonyl-2H-pyran-2-one,220.1474,194.62064,M-2H
NPA028049,(E)-2-(hept-2-en-1-yl)quinolin-4(1H)-one,239.1321,190.07532,M-2H
NPA028050,(E)-2-(non-2-en-1-yl)quinolin-4(1H)-one,267.1634,200.69702,M-2H
NPA028051,Lanyamycin,807.4204,311.83908,M-2H
NPA028052,"1-methoxy-2,4,5-trimethylbenzene",148.0899,173.32358,M-2H
NPA028053,Isobutyl pentanoate,156.1161,174.4582,M-2H
NPA028054,2-methylbutyl heptanoate,198.163,189.67894,M-2H
NPA028055,3-methylbutyl heptanoate,198.163,189.7115,M-2H
NPA028056,2-methylbutyl pentanoate,170.1317,179.39745,M-2H
NPA028057,Isobutyl heptanoate,184.1474,185.09468,M-2H
NPA028058,R-xenofuranone B,264.0797,188.64491,M-2H
NPA028059,S-xenofuranone B,264.0797,188.96825,M-2H
NPA028060,Enantio-flavipesin B,322.0852,207.2053,M-2H
NPA028061,"S-3-hydroxy-4,5-diphenylfuran-2(5H)-one",250.064,185.71382,M-2H
NPA028062,Phochrodine A,255.0542,190.91222,M-2H
NPA028063,Phochrodine B,269.0699,198.25238,M-2H
NPA028064,Phochrodine C,269.0699,196.43239,M-2H
NPA028065,Phochrodine D,285.0648,199.28545,M-2H
NPA028066,Azacoccone A,307.1066,198.91542,M-2H
NPA028067,Azacoccone B,293.091,194.4181,M-2H
NPA028068,Azacoccone D,293.091,194.707,M-2H
NPA028069,Azacoccone E,279.0753,196.77885,M-2H
NPA028070,Azacoccone C,279.0753,191.60963,M-2H
NPA028071,(+)-asperglactam A,343.1066,220.94424,M-2H
NPA028072,(−)-asperglactam A,343.1066,221.78088,M-2H
NPA028073,(+)-1-hydroxyboivinianic acid,234.0539,184.19322,M-2H
NPA028074,(−)-1-hydroxyboivinianic acid,234.0539,184.54152,M-2H
NPA028075,Chrysine A,428.0076,220.54892,M-2H
NPA028076,Chrysine B,442.0233,224.08214,M-2H
NPA028077,Chrysine C,408.0622,221.48033,M-2H
NPA028078,Chrysine D,394.0466,216.96507,M-2H
NPA028079,Chrysoxanthone,381.9658,210.57362,M-2H
NPA028080,Dichloroorcinol,189.9599,167.22762,M-2H
NPA028081,3-isopentyl-4-hydroxy phenylacetic acid methyl ester,232.111,190.40538,M-2H
NPA028082,Stachartarin A,756.4248,308.5007,M-2H
NPA028083,Not named,438.2053,233.10298,M-2H
NPA028084,Not named,516.237,259.82138,M-2H
NPA028085,Not named,470.1951,247.57257,M-2H
NPA028086,Not named,456.1795,233.92409,M-2H
NPA028087,Ganotheaecoloid I,372.1583,224.09969,M-2H
NPA028088,Ganotheaecoloid E,374.174,217.5435,M-2H
NPA028089,Ganotheaecoloid A,344.1634,218.38358,M-2H
NPA028090,Ganotheaecoloid B,344.1634,215.98018,M-2H
NPA028091,(+)-ganotheaecoloid L,304.0957,198.51463,M-2H
NPA028092,Ganotheaecoloid J,386.174,225.49574,M-2H
NPA028093,Ganotheaecoloid M,322.1063,213.3144,M-2H
NPA028094,Ganotheaecoloid G/H,356.1634,223.74828,M-2H
NPA028095,Ganotheaecoloid N,318.1114,208.92331,M-2H
NPA028096,Ganotheaecoloid K,358.1791,219.85716,M-2H
NPA028097,Ganotheaecoloid F,372.1583,228.95532,M-2H
NPA028098,Ganotheaecoloid D,372.1583,219.56099,M-2H
NPA028099,Ganotheaecoloid C,374.174,219.22212,M-2H
NPA028100,(-)-ganotheaecoloid L,304.0957,198.12611,M-2H
NPA028101,Neofusnaphthoquinone A,506.1223,243.7839,M-2H
NPA029813,Kirschsteinin B,506.1223,243.7839,M-2H
NPA028102,"6-(1-methoxylethy1)-2,7-dimethoxyjuglone",290.0801,199.58646,M-2H
NPA028103,"(3R,4R)-3-methoxyl-botryosphaerone D",264.1008,193.993,M-2H
NPA028104,Luchunazine A,597.2122,265.42426,M-2H
NPA028105,"Methyl 4-(3-acetyl-2, 6-dihydroxyphenyl)-2-methoxybutanoate",280.0957,199.11186,M-2H
NPA028106,Luchunazine B,611.2278,284.21213,M-2H
NPA028107,Luchunazine C,942.3599,326.04095,M-2H
NPA028108,Luchunazine D,662.2652,284.71927,M-2H
NPA028109,Stereinone A,436.3352,235.54216,M-2H
NPA028110,Stereinone B,468.325,243.22197,M-2H
NPA028111,Stereinone C,450.3144,237.56523,M-2H
NPA028112,Stereinone D,464.2937,239.96065,M-2H
NPA028113,Stereinone E,452.3301,238.45355,M-2H
NPA028114,Stereinone F,438.3508,235.96321,M-2H
NPA028115,Stereinone G,452.3301,238.61203,M-2H
NPA028116,Stereinone H,480.3614,248.41136,M-2H
NPA028117,Stereinone I,516.3825,261.11847,M-2H
NPA028118,Stereinone J,480.325,245.65352,M-2H
NPA028119,Irlactin F,220.1474,190.40034,M-2H
NPA028120,Irlactin G,262.1579,195.7087,M-2H
NPA028121,Irlactin H,274.1579,194.95804,M-2H
NPA028122,Irlactin I,248.1423,197.29982,M-2H
NPA028123,Irlactin J,248.1423,195.04854,M-2H
NPA028124,Cyclo-[L-Tyr-L-Leu-D-Pro],371.1856,222.34843,M-2H
NPA028125,Not named,517.2547,249.05109,M-2H
NPA028126,Not named,503.239,245.91508,M-2H
NPA028127,Not named,442.273,238.99867,M-2H
NPA028128,Not named,530.289,255.11842,M-2H
NPA028129,Not named,536.2785,251.27983,M-2H
NPA028130,Not named,586.3516,255.62735,M-2H
NPA028131,(−)-trichodermadione A,251.1168,188.95601,M-2H
NPA028132,(+)-trichodermadione A,251.1168,188.7008,M-2H
NPA028133,Trichodermadione B,264.1372,203.84933,M-2H
NPA028134,Nectriapyrone A,218.059,182.52611,M-2H
NPA028135,Nectriaquinone B,288.1008,208.22046,M-2H
NPA028136,Zythiostromic acid C,364.1896,221.27481,M-2H
NPA028137,Nectriapyrone B,232.0746,191.1351,M-2H
NPA028138,Inonotolide B,372.1947,217.68892,M-2H
NPA028139,Inonotolide C,330.1842,210.28673,M-2H
NPA028140,"5-hydroxy-7-methoxy-4,6-dimethyl-2-phenylisoindoline-1,3-dione",295.0855,205.81349,M-2H
NPA028141,Acetoxydothiorelone B,378.1689,230.76558,M-2H
NPA028142,(15S)-acetoxydothiorelone A,378.1689,228.6181,M-2H
NPA028143,Dothiorelone K,364.1533,225.55447,M-2H
NPA028144,Dothiorelone L,334.1427,214.8108,M-2H
NPA028145,Dothiorelone M,412.1896,237.54266,M-2H
NPA028146,Dothiorelone N,470.1951,241.02109,M-2H
NPA028147,(13R)-diaporphthalide A,294.075,193.62952,M-2H
NPA028148,"(9S,17R,19S,6Z,10E,4E)-diaporlactone A",334.2155,215.8007,M-2H
NPA028149,"(7R,10S)-7,10-epoxysydonic acid",262.1216,193.69655,M-2H
NPA028150,"(7S,10S)-7,10-epoxysydonic acid",262.1216,193.00607,M-2H
NPA028151,"(7R,11S)-7,12-epoxysydonic acid",262.1216,191.49251,M-2H
NPA028152,"(7S,11S)-7,12-epoxysydonic acid",262.1216,191.39742,M-2H
NPA028153,"7-deoxy-7,14-didehydro-12-hydroxysydonic acid",262.1216,200.11887,M-2H
NPA028154,"(Z)-7-deoxy-7,8-didehydro-12-hydroxysydonic acid",262.1216,200.52916,M-2H
NPA028155,"(E)-7-deoxy-7,8-didehydro-12-hydroxysydonic acid",262.1216,198.56967,M-2H
NPA028156,(±)-cochlearin A,324.1736,225.43492,M-2H
NPA028157,(±)-cochlearin B,342.1842,213.94081,M-2H
NPA028158,(±)-cochlearin C,354.1842,218.00166,M-2H
NPA028159,(±)-cochlearin D,326.1892,209.60057,M-2H
NPA028160,(±)-cochlearin E,326.1892,210.76312,M-2H
NPA028161,Cochlearin F,254.059,195.34944,M-2H
NPA028162,(±)-cochlearin G,304.1321,212.63953,M-2H
NPA028163,Cochlearin H,288.1008,195.12651,M-2H
NPA028164,Cochlearin I,370.1791,223.03127,M-2H
NPA028165,Streptoxamine,814.3759,306.41165,M-2H
NPA028166,Vibralactone Y,210.1266,179.69534,M-2H
NPA028167,Vibralactone Z1,238.0852,187.26543,M-2H
NPA028168,Vibralactone Z2,238.0852,186.83107,M-2H
NPA028169,Vibralactone Z3,220.0746,185.34384,M-2H
NPA028170,Cylindrocarpyridone A,299.0804,207.97571,M-2H
NPA028171,Cylindrocarpyridone B,281.1274,200.21371,M-2H
NPA028172,Violapyrone J,208.111,187.12547,M-2H
NPA028173,Cylindrocarpone A,274.0488,201.36278,M-2H
NPA028174,Cylindrocarpone B,290.0437,206.3439,M-2H
NPA028175,Cylindrocarpone C,276.0281,191.02963,M-2H
NPA028176,Stereumamide A,344.1503,208.92757,M-2H
NPA028177,Stereumamide B,356.1867,214.91074,M-2H
NPA028178,Stereumamide C,342.171,210.50589,M-2H
NPA028179,Stereumamide D,429.1819,236.65923,M-2H
NPA028180,Cytoskyrin C,572.0965,259.5787,M-2H
NPA028181,Penitanzchroman,474.2417,249.39223,M-2H
NPA028182,Tanzawaic acid Y,288.1736,206.82066,M-2H
NPA028183,Tanzawaic acid Z,316.1685,213.98299,M-2H
NPA028184,Alteryulactone,272.0331,193.50523,M-2H
NPA028185,Penicimenolidying,336.1332,218.25221,M-2H
NPA028186,Penicimenolidyu A,252.0644,187.11226,M-2H
NPA028187,Penicimenolidyu B,282.075,195.65012,M-2H
NPA028188,Not named,284.1634,210.53362,M-2H
NPA028189,Not named,270.1842,201.92903,M-2H
NPA028190,Not named,268.1685,204.84137,M-2H
NPA028191,Cerrenin A,250.1579,202.38109,M-2H
NPA028192,Cerrenin B,248.1423,193.81496,M-2H
NPA028193,Cerrenin C,248.1423,191.25905,M-2H
NPA028194,(-)-spirocochlealactone A,680.336,292.97986,M-2H
NPA028195,(+)-spirocochlealactone A,680.336,295.60706,M-2H
NPA028196,(-)-spirocochlealactone B,612.2734,270.31027,M-2H
NPA028197,(+)-spirocochlealactone B,612.2734,269.58084,M-2H
NPA028198,(-)-spirocochlealactone C,612.2734,267.01303,M-2H
NPA028199,(+)-spirocochlealactone C,612.2734,266.30096,M-2H
NPA028200,Nigirpexin A,242.0953,195.7198,M-2H
NPA028201,Nigirpexin B,228.1161,193.00706,M-2H
NPA028202,Nigirpexin C,262.1216,204.78462,M-2H
NPA028203,Nigirpexin D,294.1114,200.19576,M-2H
NPA028204,Nigirpexin E,252.1736,197.25389,M-2H
NPA028205,Ganoleucoin AA,568.2683,261.36356,M-2H
NPA028206,Ganoleucoin T,542.2526,250.9263,M-2H
NPA028207,Ganoleucoin U,584.2632,263.1227,M-2H
NPA028208,Ganoleucoin V,542.2526,248.34546,M-2H
NPA028209,Ganoleucoin W,528.2734,245.1071,M-2H
NPA028210,Ganoleucoin X,502.3305,242.7988,M-2H
NPA028211,Ganoleucoin Y,672.3156,284.74948,M-2H
NPA028212,Ganoleucoin Z,714.3262,286.3311,M-2H
NPA028213,Terrusnolide A,308.1423,211.33739,M-2H
NPA028214,Terrusnolide B,394.1427,222.98943,M-2H
NPA028215,Terrusnolide C,408.1583,235.35626,M-2H
NPA028216,Terrusnolide D,394.1427,222.9576,M-2H
NPA028217,Pysarone A,250.0852,190.43034,M-2H
NPA028218,3-demethoxylfusarnaphthoquinone B,244.0746,192.9875,M-2H
NPA028219,"(2S,3S,4S)-8-dehydroxy-8-methoxyldihydronaphthalenone",304.0957,209.43521,M-2H
NPA028220,Eurobenzophenone C,302.0437,207.61496,M-2H
NPA028221,Eurobenzophenone A,420.0703,224.13173,M-2H
NPA028222,Eurobenzophenone B,434.086,229.65144,M-2H
NPA028223,Euroanthone A,416.0754,228.40462,M-2H
NPA028224,Euroanthone B,402.0597,220.47665,M-2H
NPA028225,(+)1-O-demethylvariecolorquinone A,386.0648,223.76802,M-2H
NPA028226,Isopropylchaetominine,442.1652,235.55672,M-2H
NPA028227,Isoterrelumamide A,454.1247,227.75218,M-2H
NPA028228,5'-epi-averufanin,368.0907,220.90242,M-2H
NPA028229,Asperimide A,361.1325,227.45752,M-2H
NPA028230,Asperimide B,359.1168,220.84328,M-2H
NPA028231,Asperimide C,377.1274,222.45222,M-2H
NPA028232,Asperimide D,377.1274,221.13673,M-2H
NPA028233,Emericellin B,252.1736,192.36867,M-2H
NPA028234,Emericellin A,236.1787,189.97452,M-2H
NPA028235,Aspergilate A,396.1431,217.61241,M-2H
NPA028236,Aspergilate B,324.122,205.76436,M-2H
NPA028237,Aspergilate C,324.122,219.71355,M-2H
NPA028238,Aspergilate D,296.0907,203.35286,M-2H
NPA028239,Aspergilate E,296.0907,211.79295,M-2H
NPA028240,Phomoxanthone F,274.0488,191.00642,M-2H
NPA028241,Phomoxanthone G,306.075,197.76418,M-2H
NPA028242,Phomoxanthone H,306.075,196.59709,M-2H
NPA028243,Phomoxanthone I,274.0852,193.61012,M-2H
NPA028244,Phomoxanthone J,286.0488,204.38943,M-2H
NPA028245,Phomoxanthone K,300.0281,206.36337,M-2H
NPA028246,Fusariumin B,411.3359,249.49257,M-2H
NPA028247,Fusariumin C,425.3516,263.98337,M-2H
NPA028248,Fusariumin D,353.3304,238.56456,M-2H
NPA028249,"6,8-Dihydroxy-3-methoxy-3,7- dimethylisochroman-1-one",236.0695,186.8062,M-2H
NPA028250,"(2S,3S)-3-Hydroxy-1,4-diphenylbutan-2-yl-acetate",282.1266,198.12923,M-2H
NPA028251,Aeruginosin BH604,602.3438,268.6089,M-2H
NPA028252,Aeruginosin BH462B,460.222,239.97035,M-2H
NPA028253,Aeruginosin BH462A,460.222,240.29509,M-2H
NPA028254,Norverrucosidinol acetate,460.2108,240.08992,M-2H
NPA028255,Nordeoxyverrucosidin,384.1947,233.97908,M-2H
NPA028256,"(1S,2R,4R,5S)-14-deoxy-aspergiketone",232.1474,199.03491,M-2H
NPA028257,12-hydroxy-8-ene-3-oxodrimenol,250.1579,197.53119,M-2H
NPA028258,Dikojiacid A,350.0648,210.70631,M-2H
NPA028259,Dikojiacid B,308.0543,211.15839,M-2H
NPA028260,Trinulactone B,418.2366,229.61482,M-2H
NPA028261,Trinulactone C,617.2766,278.04263,M-2H
NPA028262,Trinulactone D,617.2766,277.99576,M-2H
NPA028263,Trinulactone A,402.2417,230.50845,M-2H
NPA028264,"3S,24S,25,26-tetrahydroxy-5α-lanost-8-en-11-one",502.3305,258.03177,M-2H
NPA028265,"Ganodermanondiol 24,25-acetonide",510.372,258.9218,M-2H
NPA028266,"(22S, 23R)-12α,14α,23α-trihydroxy-16,22-epoxy-ergosta-4,8-dien-3,11-dione",470.2679,245.8502,M-2H
NPA028267,(-) palitantin,252.1372,198.37927,M-2H
NPA028268,Methylobamine,301.1041,199.85732,M-2H
NPA028269,Ochangoside,386.1237,216.77718,M-2H
NPA028270,Cochlearoid M,476.1846,235.49794,M-2H
NPA028271,Cochlearoid L,446.2104,242.89293,M-2H
NPA028272,3-hydroxy-2-(2-hydroxy-6-methoxy-4-methylbenzoyl)-5-methoxy-benzoic acid methyl ester,344.0907,215.85216,M-2H
NPA028273,Cornifronin A,193.1477,188.42427,M-2H
NPA028274,Cornifronin B,223.1583,193.89915,M-2H
NPA028275,Methyl-4-((1-hydroxy-3-methylpentan-2-yl)amino)-3-methyl-4-oxobutanoate,243.1481,188.90039,M-2H
NPA028276,4-((1-acetoxy-3-methylpentan-2-yl)amino)-3-methyl-4-oxobutanoic acid,271.143,199.03029,M-2H
NPA028277,Pestalotilide A,386.1376,225.09181,M-2H
NPA028278,Curdepsidone A,328.0594,209.45726,M-2H
NPA028279,Chaetolactone,250.1216,197.28554,M-2H
NPA028280,Aspersteroid A,434.2468,239.4766,M-2H
NPA028281,Saponaceolide T,514.2941,255.67693,M-2H
NPA028282,Saponaceol D,895.5092,322.67892,M-2H
NPA028283,Asperterzine,352.0351,201.35225,M-2H
NPA028284,Saroclazine C,328.1434,214.2754,M-2H
NPA028285,Saroclazine A,392.1239,218.61385,M-2H
NPA028286,Saroclazine B,392.1239,216.4068,M-2H
NPA028287,Varilactone A,424.226,231.94176,M-2H
NPA028288,Varilactone B,424.226,231.72896,M-2H
NPA028289,Wortmannilactone M,424.226,240.35646,M-2H
NPA028290,Wortmannilactone N,424.226,237.16936,M-2H
NPA028291,Ochramide D,236.1171,192.52693,M-2H
NPA028292,Ochramide A,222.1379,191.56514,M-2H
NPA028293,Ochramide B,236.1535,199.59795,M-2H
NPA028294,Ochramide C,252.1484,200.82402,M-2H
NPA028295,Ochralate A,784.4326,306.26917,M-2H
NPA028296,Phomactin Q,316.2049,208.60217,M-2H
NPA028297,Phomactin R,298.1943,210.52724,M-2H
NPA028298,Phomactin S,316.2049,209.45251,M-2H
NPA028299,Phomactin T,360.1583,214.07545,M-2H
NPA028300,Phomactin U,332.1998,210.75368,M-2H
NPA028301,Phomactin V,316.2049,207.16501,M-2H
NPA028302,Bysspectin A,488.2937,266.43845,M-2H
NPA028303,Bysspectin B,258.1266,196.06209,M-2H
NPA028304,Bysspectin C,246.163,200.39107,M-2H
NPA028305,Penicimutanolone B,477.2737,244.55522,M-2H
NPA028306,Penicimutanolone A methyl ether,491.2894,248.84438,M-2H
NPA028307,Penicimumide,223.1947,200.11699,M-2H
NPA028308,Penicimutanolone A,477.2737,243.95287,M-2H
NPA028309,Aspergillusine A,221.1175,186.59334,M-2H
NPA028310,2-deoxy-sohirnone C,232.111,199.33427,M-2H
NPA028311,5S-hydroxynorvaline-S-Ile,226.1328,191.85747,M-2H
NPA028312,3S-hydroxylcyclo(S-Pro-S-Phe),258.1015,192.44948,M-2H
NPA028313,Cyclo(S-Phe-S-Gln),273.1124,200.41829,M-2H
NPA028314,Curacomycin,787.3794,316.47412,M-2H
NPA028315,Dechlorocuracomycin,753.4184,297.9818,M-2H
NPA028316,Alpha-acorenol,220.1838,186.45508,M-2H
NPA028317,Koraiol,220.1838,188.81654,M-2H
NPA028318,Ishigamide,305.1638,205.71017,M-2H
NPA028319,Venemycin,218.0226,182.35992,M-2H
NPA028321,Cyclosporin C,1215.8217,388.4349,M-2H
NPA028322,Ripostatin C,492.2522,244.07811,M-2H
NPA028323,Ansamitocin P-3,632.2511,266.3846,M-2H
NPA028324,Ochrobactin A,754.4011,292.25583,M-2H
NPA028325,Ochrobactin B,756.4167,298.49124,M-2H
NPA028326,Ochrobactin C,782.4324,307.89212,M-2H
NPA028327,Lavendiol,222.1266,195.059,M-2H
NPA028328,Guangnanmycin A,472.1501,241.44125,M-2H
NPA028329,Weishanmycin A,488.1814,244.13364,M-2H
NPA028330,Cylindrocyclophane F,550.4033,266.18918,M-2H
NPA028331,Cylindrocyclophane B,624.4037,285.1411,M-2H
NPA028332,Cylindrocyclophane C,566.3982,276.00974,M-2H
NPA028333,Cylindrocyclophane D,666.4142,288.361,M-2H
NPA028334,Cylindrocyclophane E,608.4087,280.7002,M-2H
NPA028335,Gougerotin,441.1619,226.83655,M-2H
NPA028336,Citreohybridonol,498.2264,251.09013,M-2H
NPA028337,Rhabduscin,330.1226,209.9038,M-2H
NPA028338,Odilorhabdin NOSO-95A,1293.7752,382.12872,M-2H
NPA028339,Odilorhabdin NOSO-95B,1277.7803,376.3893,M-2H
NPA028340,Odilorhabdin NOSO-95C,1261.7854,372.63986,M-2H
NPA028341,Odilorhabdin NOSO-95179,1018.5795,329.63217,M-2H
NPA028342,Olimycin A,531.2268,263.03058,M-2H
NPA028343,Olimycin B,547.2217,265.26862,M-2H
NPA028344,Aurantinin C,780.4095,302.99066,M-2H
NPA028345,Aurantinin D,764.3782,301.524,M-2H
NPA028346,Nevaltophin A,344.211,221.0983,M-2H
NPA028347,Nevaltophin B,330.1954,216.77693,M-2H
NPA028348,Nevaltophin C,316.1797,214.55345,M-2H
NPA028349,Nevaltophin D,383.2219,231.43506,M-2H
NPA028350,Nevaltophin E,369.2063,226.40694,M-2H
NPA028351,Nevaltophin F,355.1906,224.55649,M-2H
NPA028352,Le-pyrrolopyrazine A,176.096,176.40514,M-2H
NPA028353,Le-pyrrolopyrazine B,190.1117,180.20891,M-2H
NPA028354,Le-pyrrolopyrazine C,190.1117,179.07976,M-2H
NPA028355,Totopensamide C,1223.4933,367.13248,M-2H
NPA028356,Combamide A,506.2427,250.28258,M-2H
NPA028357,Combamide B,508.2584,250.42577,M-2H
NPA028358,Combamide C,474.2529,244.58621,M-2H
NPA028359,Combamide D,476.2686,252.46101,M-2H
NPA028360,Ketomemicin B3,492.2496,241.14375,M-2H
NPA028361,Ketomemicin B4,492.2496,240.82994,M-2H
NPA028362,Aspercryptin A1,755.5167,307.66232,M-2H
NPA028363,Aspercryptin A2,739.5218,308.06406,M-2H
NPA028364,Rimosamide A,602.2962,264.54837,M-2H
NPA028365,Rimosamide B,588.2806,261.2651,M-2H
NPA028366,Rimosamide C,544.2907,252.93556,M-2H
NPA028367,Rimosamide D,530.2751,247.49138,M-2H
NPA028368,S56-P1,476.1336,232.77852,M-2H
NPA028371,Qinichelin,769.3253,289.40262,M-2H
NPA028372,Acetyl-qinichelin,811.3359,296.6208,M-2H
NPA028373,Acetyl-qinichelin,811.3359,289.58377,M-2H
NPA028374,Dehydroxy-qinichelin,753.3304,292.31967,M-2H
NPA028375,Imizoquin A,564.1867,256.38455,M-2H
NPA028376,Imizoquin B,580.1816,262.05298,M-2H
NPA028377,Imizoquin C,582.1972,264.17252,M-2H
NPA028378,Imizoquin D,578.1659,257.26562,M-2H
NPA028379,Tyrobetaine,585.2929,258.66162,M-2H
NPA028380,Chlorotyrobetaine,619.254,267.3159,M-2H
NPA028381,Barnesin A,485.2649,249.8925,M-2H
NPA028383,Oxaleimide C,497.2424,256.60873,M-2H
NPA028384,Oxaleimide A,467.2682,246.50667,M-2H
NPA028385,Oxaleimide B,499.2581,249.7422,M-2H
NPA028386,Oxaleimide D,483.2631,250.196,M-2H
NPA028387,Oxaleimide E,483.2631,253.44438,M-2H
NPA028388,Oxaleimide F,499.2581,256.8094,M-2H
NPA028389,Oxaleimide G,483.2631,249.99115,M-2H
NPA028390,Oxaleimide H,483.2631,248.93886,M-2H
NPA028391,Oxaleimide I,467.2682,245.70886,M-2H
NPA028392,Oxaleimide J,465.2526,246.86479,M-2H
NPA028394,Abyssomicin 2,344.127,212.27797,M-2H
NPA028395,Abyssomicin 4,362.1376,221.68486,M-2H
NPA028396,Abyssomicin 3,346.1427,209.30423,M-2H
NPA028397,Abyssomicin 5,362.1376,219.0945,M-2H
NPA028398,Iso-A82775C,260.1423,201.46107,M-2H
NPA028399,Sulfazecin,394.0805,217.31285,M-2H
NPA028400,Isosulfazecin,394.0805,217.01262,M-2H
NPA028401,Salinichelin A,656.3252,273.8092,M-2H
NPA028402,Salinichelin B,670.3409,277.48184,M-2H
NPA028403,Salinichelin C,670.3409,277.28656,M-2H
NPA028404,Trehangelin A,504.1853,244.45369,M-2H
NPA028405,Trehangelin B,504.1853,243.87517,M-2H
NPA028406,Trehangelin C,504.1853,241.2645,M-2H
NPA028412,Valactamide A,504.3938,263.12335,M-2H
NPA028416,Lagriamide,746.4728,296.71494,M-2H
NPA028419,Xefoampeptide A,507.3683,264.62546,M-2H
NPA028420,Xefoampeptide B,493.3526,261.76956,M-2H
NPA028421,Xefoampeptide C,479.337,258.74774,M-2H
NPA028422,Xefoampeptide D,465.3213,255.60841,M-2H
